domain,block_type,doi,title,attempted_url
mdpi.com,403_forbidden,10.3390/inorganics4040028,The Role of Anisotropic Exchange in Single Molecule Magnets: A CASSCF/NEVPT2 Study of the Fe4 SMM Bu,https://www.mdpi.com/2304-6740/4/4/28/pdf?version=1474536376
mdpi.com,403_forbidden,10.3390/inorganics5030047,Design and Control of Cooperativity in Spin-Crossover in Metal–Organic Complexes: A Theoretical Over,https://www.mdpi.com/2304-6740/5/3/47/pdf?version=1500560786
mdpi.com,403_forbidden,10.3390/inorganics7030026,"Comparative Study of Complexes of Rare Earths and Actinides with 2,6-Bis(1,2,4-triazin-3-yl)pyridine",https://www.mdpi.com/2304-6740/7/3/26/pdf?version=1551170247
mdpi.com,403_forbidden,10.3390/inorganics7040052,Electronic Structure of Cubane-Like Vanadium–Nitrogen Cationic Clusters [V4N4]+ and [V6N6]+,https://www.mdpi.com/2304-6740/7/4/52/pdf?version=1556000215
mdpi.com,403_forbidden,10.3390/magnetochemistry11040034,Cobalt(II) and Nickel(II) Cubane {M4O4} Complexes Derived from Di-2-pyridyl Ketone and Benzoate: Syn,https://www.mdpi.com/2312-7481/11/4/34/pdf?version=1744712251
mdpi.com,403_forbidden,10.3390/magnetochemistry11050043,ESR and Mössbauer Spectroscopy of Iron(III) Spin Crossover Complexes Based on Pentadentate Schiff Ba,https://www.mdpi.com/2312-7481/11/5/43/pdf?version=1747045211
mdpi.com,403_forbidden,10.3390/magnetochemistry11090073,A Dinuclear Dysprosium(III) Single Molecule Magnet of Benzo[h]quinolin-10-ol,https://www.mdpi.com/2312-7481/11/9/73/pdf?version=1756019566
mdpi.com,403_forbidden,10.3390/magnetochemistry5010015,DFT Investigations of the Magnetic Properties of Actinide Complexes,https://www.mdpi.com/2312-7481/5/1/15/pdf?version=1550394405
mdpi.com,403_forbidden,10.3390/magnetochemistry5030046,Redox-Active Dysprosium Single-Molecule Magnet: Spectro-Electrochemistry and Theoretical Investigati,https://www.mdpi.com/2312-7481/5/3/46/pdf?version=1564747368
mdpi.com,403_forbidden,10.3390/magnetochemistry5040058,A Series of Field-Induced Single-Ion Magnets Based on the Seven-Coordinate Co(II) Complexes with the,https://www.mdpi.com/2312-7481/5/4/58/pdf?version=1571997991
mdpi.com,403_forbidden,10.3390/magnetochemistry6040066,X-ray Structure and Magnetic Properties of Heterobimetallic Chains Based on the Use of an Octacyanid,https://www.mdpi.com/2312-7481/6/4/66/pdf?version=1606466210
mdpi.com,403_forbidden,10.3390/magnetochemistry7080107,Methods and Models of Theoretical Calculation for Single-Molecule Magnets,https://www.mdpi.com/2312-7481/7/8/107/pdf?version=1627523283
mdpi.com,403_forbidden,10.3390/magnetochemistry8110153,Mononuclear Heptacoordinated 3d-Metal Helicates as a New Family of Single Ion Magnets,https://www.mdpi.com/2312-7481/8/11/153/pdf?version=1667986175
mdpi.com,403_forbidden,10.3390/magnetochemistry9040100,Zero-Field Splitting in Hexacoordinate Co(II) Complexes,https://www.mdpi.com/2312-7481/9/4/100/pdf?version=1681194825
mdpi.com,403_forbidden,10.3390/magnetochemistry9050130,A Chain of Vertex-Sharing {CoIII2CoII2}n Squares with Single-Ion Magnet Behavior,https://www.mdpi.com/2312-7481/9/5/130/pdf?version=1684158713
mdpi.com,403_forbidden,10.3390/magnetochemistry9060154,Magneto-Structural Analysis of Hydroxido-Bridged CuII2 Complexes: Density Functional Theory and Othe,https://www.mdpi.com/2312-7481/9/6/154/pdf?version=1686821636
mdpi.com,403_forbidden,10.3390/magnetochemistry9110229,"Honey-like Odor Meets Single-Ion Magnet: Synthesis, Crystal Structure, and Magnetism of Cobalt(II) C",https://www.mdpi.com/2312-7481/9/11/229/pdf?version=1700128868
mdpi.com,403_forbidden,10.3390/molecules26175140,Modern Theoretical Approaches to Modeling the Excited-State Intramolecular Proton Transfer: An Overv,https://www.mdpi.com/1420-3049/26/17/5140/pdf?version=1629875029
mdpi.com,403_forbidden,10.3390/molecules27082443,"Excited-State Intramolecular Proton Transfer Dyes with Dual-State Emission Properties: Concept, Exam",https://www.mdpi.com/1420-3049/27/8/2443/pdf?version=1649909754
mdpi.com,403_forbidden,10.3390/molecules28134994,Mechanism of the Photochemical Isomerization and Oxidation of 2-Butenedial: A Theoretical Study,https://www.mdpi.com/1420-3049/28/13/4994/pdf?version=1687761546
mdpi.com,403_forbidden,10.3390/org3020007,"A Theoretical Study on the Photochemical Isomerization of 2,6-Dimethylpyrazine",https://www.mdpi.com/2673-401X/3/2/7/pdf?version=1652351627
mdpi.com,403_forbidden,10.3390/photochem1020018,Modelling Photoionisations in Tautomeric DNA Nucleobase Derivatives 7H-Adenine and 7H-Guanine: Ultra,https://www.mdpi.com/2673-7256/1/2/18/pdf?version=1631266474
mdpi.com,403_forbidden,10.3390/reactions4020016,The First Step and the Cob(II)alamin Cofactor Inactive Particles Reactivation in the Updated Mechani,https://www.mdpi.com/2624-781X/4/2/16/pdf?version=1684899668
mdpi.com,403_forbidden,10.3390/reactions5040039,The Second Protonation in the Bio-Catalytic Cycles of the Enzymes Cytochrome P450 and Superoxide Red,https://www.mdpi.com/2624-781X/5/4/39/pdf?version=1728961480
mdpi.com,403_forbidden,10.3390/reactions6010021,CASPT2 Study of the Unimolecular Reactions of Nitromethane—A Look at the Roaming Reactions in the De,https://www.mdpi.com/2624-781X/6/1/21/pdf?version=1741772876
nagasaki-u.repo.nii.ac.jp,html_landing_page,10.1016/j.dyepig.2019.107705,"Synthesis, photophysical evaluation, and computational study of 2-methoxy- and 2-morpholino pyridine",https://nagasaki-u.repo.nii.ac.jp/records/222
nagasaki-u.repo.nii.ac.jp,html_landing_page,10.1016/j.jphotochem.2021.113140,"Computational Investigation on ESIPT-driven Luminescence of Imidazo[1,2-a]pyridine Derivatives Regul",https://nagasaki-u.repo.nii.ac.jp/records/26304
nagoya.repo.nii.ac.jp,html_landing_page,10.48550/arxiv.0909.2215,Intramolecular charge ordering in the multi molecular orbital system (TTM-TTP)I_3,https://nagoya.repo.nii.ac.jp/records/12285
ncbi.nlm.nih.gov,html_landing_page,10.1002/cnr2.1128,Overview of antiproton affinities for functional groups relevant in particle‐beam cancer therapy,https://www.ncbi.nlm.nih.gov/pmc/articles/7941520
ncbi.nlm.nih.gov,html_landing_page,10.1002/jcc.20807,"Thermodynamic calculations for molecules with asymmetric internal rotors. II. Application to the 1,2",https://www.ncbi.nlm.nih.gov/pmc/articles/3341731
ncbi.nlm.nih.gov,html_landing_page,10.1016/j.theochem.2006.02.013,Comments on the nature of the bonding in oxygenated dinuclear copper enzyme models,https://www.ncbi.nlm.nih.gov/pmc/articles/1993802
ncbi.nlm.nih.gov,html_landing_page,10.1021/acs.inorgchem.1c01860,High Magnetic Anisotropy of a Square-Planar Iron-Carbene Complex,https://www.ncbi.nlm.nih.gov/pmc/articles/9106389
ncbi.nlm.nih.gov,html_landing_page,10.1021/acs.inorgchem.9b02432,Spectroscopic and Computational Comparisons of Thiolate-Ligated Ferric Nonheme Complexes to Cysteine,https://www.ncbi.nlm.nih.gov/pmc/articles/6956612
ncbi.nlm.nih.gov,html_landing_page,10.1021/acs.jcim.9b00615,Web-ARM: A Web-Based Interface for the Automatic Construction of QM/MM Models of Rhodopsins,https://www.ncbi.nlm.nih.gov/pmc/articles/7101466
ncbi.nlm.nih.gov,html_landing_page,10.1021/acs.jctc.8b01069,Assessment of MC-PDFT Excitation Energies for a Set of QM/MM Models of Rhodopsins,https://www.ncbi.nlm.nih.gov/pmc/articles/7096677
ncbi.nlm.nih.gov,html_landing_page,10.1021/acs.jpca.8b10010,"Two-State, Three-Mode Parametrization of the Force Field of a Retinal Chromophore Model",https://www.ncbi.nlm.nih.gov/pmc/articles/7147463
ncbi.nlm.nih.gov,html_landing_page,10.1021/ja0774414,Probing Electron Correlations in Molecules by Two-Dimensional Coherent Optical Spectroscopy,https://www.ncbi.nlm.nih.gov/pmc/articles/2901111
ncbi.nlm.nih.gov,html_landing_page,10.1021/ja109494b,Oxyallyl Exposed: An Open-Shell Singlet with Picosecond Lifetimes in Solution but Persistent in Crys,https://www.ncbi.nlm.nih.gov/pmc/articles/3048850
ncbi.nlm.nih.gov,html_landing_page,10.1021/jacs.0c02487,Cp<sub>2</sub>Ti(κ<sup>2</sup><i>-</i><sup><i>t</i></sup>BuNCN<sup><i>t</i></sup>Bu): A Complex with,https://www.ncbi.nlm.nih.gov/pmc/articles/7201867
ncbi.nlm.nih.gov,html_landing_page,10.1021/jacs.9b09616,Electronic Structures and Reactivity Profiles of Aryl Nitrenoid-Bridged Dicopper Complexes,https://www.ncbi.nlm.nih.gov/pmc/articles/7262786
ncbi.nlm.nih.gov,html_landing_page,10.1021/jo0711687,"Computational Study of the Curtius-like Rearrangements of Phosphoryl, Phosphinyl, and Phosphinoyl Az",https://www.ncbi.nlm.nih.gov/pmc/articles/2528068
ncbi.nlm.nih.gov,html_landing_page,10.1021/jp064524i,Photoexcitation of Dinucleoside Radical Cations:  A Time-Dependent Density Functional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/2526166
ncbi.nlm.nih.gov,html_landing_page,10.1021/jp407592r,"Infrared, Raman, and Ultraviolet Absorption Spectra and Theoretical Calculations and Structure of 2,",https://www.ncbi.nlm.nih.gov/pmc/articles/3914675
ncbi.nlm.nih.gov,html_landing_page,10.1039/c6ob00204h,Investigation into 9(S)-HPODE-derived allene oxide to cyclopentenone cyclization mechanism via dirad,https://www.ncbi.nlm.nih.gov/pmc/articles/4814336
ncbi.nlm.nih.gov,html_landing_page,10.1039/d1dt01007g,Tetrairon( <scp>ii</scp> ) extended metal atom chains as single-molecule magnets,https://www.ncbi.nlm.nih.gov/pmc/articles/8214398
ncbi.nlm.nih.gov,html_landing_page,10.1063/1.4983813,Dissociation cross sections for N2 + N → 3N and O2 + O → 3O using the QCT method,https://www.ncbi.nlm.nih.gov/pmc/articles/5451298
ocu-omu.repo.nii.ac.jp,html_landing_page,10.1021/acs.jpca.1c06390,Smallest Organic Tetracation in the Gas Phase: Stability of Multiply Charged Diiodoacetylene Produce,https://ocu-omu.repo.nii.ac.jp/records/2020525
onlinelibrary.wiley.com,403_forbidden,10.1002/(sici)1097-461x(1996)60:1<505::aid-qua49>3.0.co;2-7,Potential energy surfaces of pseudoaromatic molecules: An MMVB and CASSCF study of pentalene,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/%28SICI%291097-461X%281996%2960%3A1%3C505%3A%3AAID-QUA49%3E3.0.CO%3B2-7
onlinelibrary.wiley.com,403_forbidden,10.1002/(sici)1097-461x(1999)72:1<25::aid-qua3>3.0.co;2-z,A CASSCF study on the lowest ???* excitation of urocanic acid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/%28SICI%291097-461X%281999%2972%3A1%3C25%3A%3AAID-QUA3%3E3.0.CO%3B2-Z
onlinelibrary.wiley.com,403_forbidden,10.1002/9780470192597.gloss,Glossary,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9780470192597.gloss
onlinelibrary.wiley.com,403_forbidden,10.1002/9781394238828.epil,Epilogue,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781394238828.epil
onlinelibrary.wiley.com,403_forbidden,10.1002/9783527627400.index,Index,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9783527627400.index
onlinelibrary.wiley.com,403_forbidden,10.1002/9783527690541.index,Index,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9783527690541.index
onlinelibrary.wiley.com,403_forbidden,10.1002/adfm.202507144,Heteroatomic Doping Induces High‐Low Spin Isomers in Atomically Precise Au Nanoclusters,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202507144
onlinelibrary.wiley.com,403_forbidden,10.1002/adom.202570063,Discovery of Novel Iridium(III) Complex‐Based Photofunctional Materials Using Excited‐State Descript,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adom.202570063
onlinelibrary.wiley.com,403_forbidden,10.1002/ange.202011337,The Optical Spectrum of Au<sub>2</sub><sup>+</sup>,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.202011337
onlinelibrary.wiley.com,403_forbidden,10.1002/ange.202017078,Ein offenschaliges Singulett‐Sn<sup>I</sup>‐Diradikal und H<sub>2</sub>‐Spaltung,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.202017078
onlinelibrary.wiley.com,403_forbidden,10.1002/ange.202102218,"Isolierung neutraler, mono‐ und dikationischer B<sub>2</sub>P<sub>2</sub>‐Ringe durch Addition eines",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.202102218
onlinelibrary.wiley.com,403_forbidden,10.1002/ange.202207415,Isolierung eines Arsendiradikaloids mit einem zyklischen C<sub>2</sub>As<sub>2</sub>‐Gerüst,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.202207415
onlinelibrary.wiley.com,403_forbidden,10.1002/ange.202215840,Fully Delocalized Mixed‐Valent Cu<sup>1.5</sup>Cu<sup>1.5</sup> Complex: Strong Cu‐Cu interaction an,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.202215840
onlinelibrary.wiley.com,403_forbidden,10.1002/ange.202216003,"Isolierung eines anellierten 1,4‐Distibabenzol‐Diradikaloids",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.202216003
onlinelibrary.wiley.com,403_forbidden,10.1002/anie.202103596,Rotaxane Co <sup>II</sup> Complexes as Field‐Induced Single‐Ion Magnets,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202103596
onlinelibrary.wiley.com,403_forbidden,10.1002/anie.202216003,"Isolation of an Annulated 1,4‐Distibabenzene Diradicaloid",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202216003
onlinelibrary.wiley.com,403_forbidden,10.1002/anie.202303146,Increasing the Magnetic Blocking Temperature of Single‐Molecule Magnets,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202303146
onlinelibrary.wiley.com,403_forbidden,10.1002/anie.202306970,Luminescent Single‐Molecule Magnets as Dual Magneto‐Optical Molecular Thermometers,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202306970
onlinelibrary.wiley.com,403_forbidden,10.1002/asia.202401477,Unravelling the Role of Sterically Encumbered Ligands in Tuning the Magnetic Properties of Lanthanid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/asia.202401477
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.19960020315,The photochemical Formation of Fulvene from Benzene via Prefulvene–a Theoretical Study,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.19960020315
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.200802338,Generating Cu<sup>II</sup>–Oxyl/Cu<sup>III</sup>–Oxo Species from Cu<sup>I</sup>–α‐Ketocarboxylate C,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.200802338
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.200902568,Coexistence of Two Thermally Induced Intramolecular Electron Transfer Processes in a Series of Metal,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.200902568
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.201303275,Cu<sup>II</sup>Gd<sup>III</sup> Cryogenic Magnetic Refrigerants and Cu<sub>8</sub>Dy<sub>9</sub> Sin,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201303275
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.201503119,Stabilization of the Low‐Spin State in a Mononuclear Iron(II) Complex and High‐Temperature Cooperati,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201503119
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.201700232,Halogen Substitution Effects on N<sub>2</sub>O Schiff Base Ligands in Unprecedented Abrupt Fe<sup>II,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201700232
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.201704854,Effect of Second‐Order Spin–Orbit Coupling on the Interaction between Spin States in Spin‐Crossover ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201704854
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.201705316,Iron Precatalysts with Bulky Tri(<i>tert</i>‐butyl)cyclopentadienyl Ligands for the Dehydrocoupling ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.201705316
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202086262,Frontispiece: Role of Coordination Number and Geometry in Controlling the Magnetic Anisotropy in Fe<,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202086262
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202102383,Control of Protonated Schiff Base Excited State Decay within Visual Protein Mimics: A Unified Model ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202102383
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202201883,Analysis of the Magnetic Coupling in a Mn(II)‐U(V)‐Mn(II) Single Molecule Magnet,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202201883
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202203494,Ligand Modulation of the Structures and Magnetic Relaxation in Triangular Dy<sub>3</sub> Complexes B,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202203494
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202203748,Photochemistry Driven by Excited‐State Aromaticity Gain or Antiaromaticity Relief,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202203748
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202302337,Slow Magnetization Relaxation in a Family of Triangular {Co<sup>III</sup><sub>2</sub>Ln<sup>III</sup,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202302337
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202302970,Phosphonium‐substituted Diphosphaindenylide (PPI): Exploration of Biradical Character and Ligand Pro,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202302970
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202303300,Rebound or Cage Escape? The Role of the Rebound Barrier for the Reactivity of Non‐Heme High‐Valent F,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202303300
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202401371,Photocatalyst‐Free Visible Light‐Induced C(sp<sup>2</sup>)−H Arylation of Quinoxalin‐2(1<i>H</i>)‐on,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202401371
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202401796,Unravelling the Mechanism of CO<sub>2</sub> Activation: Insights Into Metal‐Metal Cooperativity and ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202401796
onlinelibrary.wiley.com,403_forbidden,10.1002/chem.202404546,"Tolane‐Based Phosphino‐ and Arsino‐Ruthenium Complexes in Three Different Oxidation States: Ru(I), R",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202404546
onlinelibrary.wiley.com,403_forbidden,10.1002/cphc.200390063,An Ab Initio Study on the Mechanism of the Atmospheric Reaction NH<sub>2</sub>+O<sub>3</sub>→H<sub>2,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.200390063
onlinelibrary.wiley.com,403_forbidden,10.1002/cphc.200400584,Assessment of Density Functionals for the High‐Spin/Low‐Spin Energy Difference in the Low‐Spin Iron(,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.200400584
onlinelibrary.wiley.com,403_forbidden,10.1002/cphc.201402073,Conical Intersections and Low‐Lying Electronic States of Tetrafluoroethylene,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.201402073
onlinelibrary.wiley.com,403_forbidden,10.1002/cphc.202000926,Singlet‐Triplet Excited‐State Inversion in Heptazine and Related Molecules: Assessment of TD‐DFT and,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.202000926
onlinelibrary.wiley.com,403_forbidden,10.1002/cphc.202200889,A Theoretical Account of the Coupling between Metal‐ and Ligand‐centred Spins,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.202200889
onlinelibrary.wiley.com,403_forbidden,10.1002/cphc.202300165,Quantum Chemical Study of the Pressure‐dependent Phosphorescence of [Cr(ddpd)<sub>2</sub>]<sup>3+</s,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cphc.202300165
onlinelibrary.wiley.com,403_forbidden,10.1002/cplu.202300273,Enhancing Diradical Character of Chichibabin's Hydrocarbon through Fluoride Substitution,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cplu.202300273
onlinelibrary.wiley.com,403_forbidden,10.1002/cptc.201900116,Mesityl or Imide Acridinium Photocatalysts: Accessible Versus Inaccessible Charge‐Transfer States in,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cptc.201900116
onlinelibrary.wiley.com,403_forbidden,10.1002/cptc.201900121,The Intriguing Case of the One‐Photon and Two‐Photon Absorption of a Prototypical Symmetric Squarain,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cptc.201900121
onlinelibrary.wiley.com,403_forbidden,10.1002/cptc.202100290,Effect of Electron Donating/Withdrawing Groups on Molecular Photoswitching of Functionalized Hemithi,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cptc.202100290
onlinelibrary.wiley.com,403_forbidden,10.1002/cptc.202300058,Cover Feature: Norbornadiene/Quadricyclane System in the Spotlight: The Role of Rydberg States and D,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cptc.202300058
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.200701136,"Diamagnetic π‐Dimers of the [1,2,5]Thiadiazolo[3,4‐<i>c</i>][1,2,5]thiadiazolidyl Radical Anion in t",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.200701136
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.201200857,Vacancy‐Induced Deformation in a CoFe Prussian Blue Analogue – A Theoretical Investigation,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.201200857
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.202100465,The Quest for Optimal 3 d Orbital Splitting in Tetrahedral Cobalt Single‐Molecule Magnets Featuring ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202100465
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.202100524,Synthesis and Characterization of a Cobalt(III) Corrole with an S‐Bound DMSO Ligand,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202100524
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.202200010,Chiral Emissive Lanthanide Complexes from Enantiopure [6]Helicene‐bis(pyrazolyl)‐pyridine Ligands,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202200010
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.202200774,Static and Dynamic Magnetic Properties of a Co(II)‐Complex with N<sub>2</sub>O<sub>2</sub> Donor Set,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202200774
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.202300336,Get under the Umbrella: A Comprehensive Gateway for Researchers on Lanthanide‐Based Single‐Molecule ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202300336
onlinelibrary.wiley.com,403_forbidden,10.1002/ejic.202300598,Dysprosium‐Radical Based Single‐Molecule Magnet Containing a Seven Coordinate Dy(III) Ion: A System ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejic.202300598
onlinelibrary.wiley.com,403_forbidden,10.1002/ejoc.201001636,The Mechanism of the Acid‐Catalyzed Benzidine Rearrangement of Hydrazobenzene: A Theoretical Study,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejoc.201001636
onlinelibrary.wiley.com,403_forbidden,10.1002/ejoc.202300461,Meta‐Ortho Effect on the Excited State Pathways of Chloroanilines,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejoc.202300461
onlinelibrary.wiley.com,403_forbidden,10.1002/ejtc.52,Theoretical study on electronic structures of oxygenated dipoles and mechanisms of ozonolysis reacti,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejtc.52
onlinelibrary.wiley.com,403_forbidden,10.1002/hlca.202300130,Identification of Favorable Silica Surface Sites for Single‐Molecule Magnets,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hlca.202300130
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.10102,<i>Ab initio</i> study of the mechanism of singlet‐dioxygen addition to hydroxyaromatic compounds: N,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.10102
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.20483,Photochemistry of CH<sub>3</sub>Mn(CO)<sub>5</sub>: A multiconfigurational <i>ab initio</i> study,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.20483
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.20525,The origin of the two‐electron/four‐centers CC bond in π‐TCNE<sub>2</sub><sup>2</sup><sup>−</sup> di,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.20525
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.21611,A CAS study on S‐loss and O‐loss dissociation mechanisms of the SO<sub>2</sub><sup>+</sup> ion in th,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.21611
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.21892,Proton‐coupled electron transfer of the phenoxyl/phenol couple: Effect of Hartree‐Fock exchange on t,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.21892
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.22980,Localization of molecular orbitals on fragments,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.22980
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.25113,CERES: An<i>ab initio</i>code dedicated to the calculation of the electronic structure and magnetic ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.25113
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.26856,On the highest oxidation states of the actinoids in <scp>AnO<sub>4</sub></scp> molecules (An = Ac – ,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.26856
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.27214,On the aromaticity and stability of benzynes in the ground and lowest‐lying triplet excited states,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27214
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.27246,"Electronic structure of Li<sub>1,2,3</sub><sup>+,0,–</sup> and nature of the bonding in Li<sub>2,3</",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27246
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.27530,"Thermodynamic Stability in Transition Metal‐Hydrogen Dications: Potential Energy Curves, Spectroscop",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.27530
onlinelibrary.wiley.com,403_forbidden,10.1002/jcc.70045,Infrared Spectrum and <scp>UV</scp>‐Triggered Transformations of Matrix‐Isolated <i>Meta</i>‐Fluorot,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.70045
onlinelibrary.wiley.com,403_forbidden,10.1002/kin.20702,Detailed chemical kinetic modeling of JP‐10 (<i>exo</i>‐tetrahydrodicyclopentadiene) high‐temperatur,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/kin.20702
onlinelibrary.wiley.com,403_forbidden,10.1002/mrc.1413,Solvent effects on the spin–spin coupling constants of acetylene revisited: supermolecular and polar,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mrc.1413
