doi,doi_link,title,year,host,oa_pdf_url,block_reason,openalex_key,detail
10.5281/zenodo.18267424,https://doi.org/10.5281/zenodo.18267424,Mechanistic Insights into Luminol Chemiexcitation: The Role of the Amide Carbonyls,2026,doi.org,https://doi.org/10.5281/zenodo.18267424,no fetchable PDF and no Europe PMC full text,W7125154230,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.18267425,https://doi.org/10.5281/zenodo.18267425,Mechanistic Insights into Luminol Chemiexcitation: The Role of the Amide Carbonyls,2026,doi.org,https://doi.org/10.5281/zenodo.18267425,no fetchable PDF and no Europe PMC full text,W7125206511,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.18877523,https://doi.org/10.5281/zenodo.18877523,BOMD Structural Analysis of Dark and Bright State of Channelrhodopsin 2,2026,doi.org,https://doi.org/10.5281/zenodo.18877523,no fetchable PDF and no Europe PMC full text,W7134078335,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.18886879,https://doi.org/10.5281/zenodo.18886879,Nonadiabatic Surface Hopping Simulation Of Channelrhodopsin 2,2026,doi.org,https://doi.org/10.5281/zenodo.18886879,no fetchable PDF and no Europe PMC full text,W7134047730,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.18919026,https://doi.org/10.5281/zenodo.18919026,The multiplet electronic structure of U ion: relativistic all-electron ab initio approach,2024,doi.org,https://doi.org/10.5281/zenodo.18919026,"HTML landing page, not a PDF",W7134287144,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.18941710,https://doi.org/10.5281/zenodo.18941710,"ASDM-I (January 16, 2026 Canonical Version) – Published by Whirl ASI / DeepPsyche.",2026,doi.org,https://doi.org/10.5281/zenodo.18941710,"HTML landing page, not a PDF",W7134814317,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.18993128,https://doi.org/10.5281/zenodo.18993128,From Oxo to Oxyl to Biradical: Systematic Multireference Calculations of Methane Activation at MOF Nodes,2026,doi.org,https://doi.org/10.5281/zenodo.18993128,no fetchable PDF and no Europe PMC full text,W7136077716,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.18993129,https://doi.org/10.5281/zenodo.18993129,From Oxo to Oxyl to Biradical: Systematic Multireference Calculations of Methane Activation at MOF Nodes,2026,doi.org,https://doi.org/10.5281/zenodo.18993129,TLS/SSL failure,W7136057147,"SSLError: HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/https://doi.org/10.5281/zenodo.18993129?mailto=victorchanglee%40gmail.com&select=locations%2Cbest_oa_location (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred i"
10.5281/zenodo.19019460,https://doi.org/10.5281/zenodo.19019460,MRCI AND ITS IMPACT ON MEDICATION ADHERENCE IN PATIENTS WITH TYPE 2 DIABETES MELLITUS AND CARDIOVASCULAR DISEASE: AN OBSERVATIONAL STUDY - RESEARCH ARTICLE,2026,doi.org,https://doi.org/10.5281/zenodo.19019460,"HTML landing page, not a PDF",W7135372655,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19019461,https://doi.org/10.5281/zenodo.19019461,MRCI AND ITS IMPACT ON MEDICATION ADHERENCE IN PATIENTS WITH TYPE 2 DIABETES MELLITUS AND CARDIOVASCULAR DISEASE: AN OBSERVATIONAL STUDY - RESEARCH ARTICLE,2026,doi.org,https://doi.org/10.5281/zenodo.19019461,"HTML landing page, not a PDF",W7135399735,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19135911,https://doi.org/10.5281/zenodo.19135911,inZOR-ND vs Random Search: Comparative Validation for CASSCF Active Space Discovery on Cr₂ with Multiple Geometries,2026,doi.org,https://doi.org/10.5281/zenodo.19135911,no fetchable PDF and no Europe PMC full text,W7139910126,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19151936,https://doi.org/10.5281/zenodo.19151936,inZOR-ND: Comprehensive Validation for Automatic CASSCF Active Space Selection — 8 Benchmarks on 6 Molecular Systems,2026,doi.org,https://doi.org/10.5281/zenodo.19151936,no fetchable PDF and no Europe PMC full text,W7139974670,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19151937,https://doi.org/10.5281/zenodo.19151937,inZOR-ND: Comprehensive Validation for Automatic CASSCF Active Space Selection — 5 Benchmarks on 5 Molecular Systems,2026,doi.org,https://doi.org/10.5281/zenodo.19151937,no fetchable PDF and no Europe PMC full text,W7139979558,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19157750,https://doi.org/10.5281/zenodo.19157750,QENEX LAB: Advanced Scientific Computing & Drug Discovery Platform,2026,doi.org,https://doi.org/10.5281/zenodo.19157750,no fetchable PDF and no Europe PMC full text,W7140051857,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19207910,https://doi.org/10.5281/zenodo.19207910,Position-Dependent Epoxidation as a Strategy to Tune Optical Transitions in Nanographenes: Coronene Model Insights,2026,doi.org,https://doi.org/10.5281/zenodo.19207910,"HTML landing page, not a PDF",W7140164080,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19316851,https://doi.org/10.5281/zenodo.19316851,RASP as the Mean-Field of Orch-OR: A Derivation of the Recursive Attractor Stability Principle from Quantum Microtubule Dynamics,2026,doi.org,https://doi.org/10.5281/zenodo.19316851,no fetchable PDF and no Europe PMC full text,W7142787753,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19316852,https://doi.org/10.5281/zenodo.19316852,RASP as the Mean-Field of Orch-OR: A Derivation of the Recursive Attractor Stability Principle from Quantum Microtubule Dynamics,2026,doi.org,https://doi.org/10.5281/zenodo.19316852,no fetchable PDF and no Europe PMC full text,W7142755787,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19317581,https://doi.org/10.5281/zenodo.19317581,"The (3,5) Structural Motif in Quantum Biology: Aromatic Triads from Cryptochrome to the Proteome",2026,doi.org,https://doi.org/10.5281/zenodo.19317581,no fetchable PDF and no Europe PMC full text,W7142685926,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19317582,https://doi.org/10.5281/zenodo.19317582,"The (3,5) Structural Motif in Quantum Biology: Aromatic Triads from Cryptochrome to the Proteome",2026,doi.org,https://doi.org/10.5281/zenodo.19317582,no fetchable PDF and no Europe PMC full text,W7142668792,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19397719,https://doi.org/10.5281/zenodo.19397719,Unexpected Photoluminescence Enhancement upon Epoxidation of Coronene: A DFT/MRCI Study,2026,doi.org,https://doi.org/10.5281/zenodo.19397719,"HTML landing page, not a PDF",W7148650885,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19398117,https://doi.org/10.5281/zenodo.19398117,Ab Initio Quantum Chemistry for Electron Correlation: From Theoretical Foundations to Drug Discovery Applications,2026,doi.org,https://doi.org/10.5281/zenodo.19398117,no fetchable PDF and no Europe PMC full text,W7148906894,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19398118,https://doi.org/10.5281/zenodo.19398118,Ab Initio Quantum Chemistry for Electron Correlation: From Theoretical Foundations to Drug Discovery Applications,2026,doi.org,https://doi.org/10.5281/zenodo.19398118,no fetchable PDF and no Europe PMC full text,W7148987560,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19411265,https://doi.org/10.5281/zenodo.19411265,"QC gaps: why they matter, H₂ as a minimal diagnostic, ethylene exploration in inZOR-ND, and the discrete-search benchmarks",2026,doi.org,https://doi.org/10.5281/zenodo.19411265,no fetchable PDF and no Europe PMC full text,W7148803856,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19411266,https://doi.org/10.5281/zenodo.19411266,"QC gaps: why they matter, H₂ as a minimal diagnostic, ethylene exploration in inZOR-ND, and the discrete-search benchmarks",2026,doi.org,https://doi.org/10.5281/zenodo.19411266,no fetchable PDF and no Europe PMC full text,W7148712486,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19411341,https://doi.org/10.5281/zenodo.19411341,Ethylene (3D) — Quasi-Degenerate Gap Structure via inZOR-ND,2026,doi.org,https://doi.org/10.5281/zenodo.19411341,no fetchable PDF and no Europe PMC full text,W7149031939,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19411342,https://doi.org/10.5281/zenodo.19411342,Ethylene (3D) — Quasi-Degenerate Gap Structure via inZOR-ND,2026,doi.org,https://doi.org/10.5281/zenodo.19411342,no fetchable PDF and no Europe PMC full text,W7148822093,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19478937,https://doi.org/10.5281/zenodo.19478937,Planck,2026,doi.org,https://doi.org/10.5281/zenodo.19478937,no fetchable PDF and no Europe PMC full text,W7152733512,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19500835,https://doi.org/10.5281/zenodo.19500835,Position-Dependent Epoxidation as a Strategy to Tune Optical Transitions in Nanographenes: Coronene Model Insights,2026,doi.org,https://doi.org/10.5281/zenodo.19500835,"HTML landing page, not a PDF",W7153226178,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19510749,https://doi.org/10.5281/zenodo.19510749,"Conformal Grounding of the Non-minimal Coupling ξ, Formal Derivation of kexp = 2 from the HP Superposition Integral, and Full Simulation of the Brane-to-Bulk-to-Brane Transition",2026,doi.org,https://doi.org/10.5281/zenodo.19510749,no fetchable PDF and no Europe PMC full text,W7153627826,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19510750,https://doi.org/10.5281/zenodo.19510750,"Conformal Grounding of the Non-minimal Coupling ξ, Formal Derivation of kexp = 2 from the HP Superposition Integral, and Full Simulation of the Brane-to-Bulk-to-Brane Transition",2026,doi.org,https://doi.org/10.5281/zenodo.19510750,no fetchable PDF and no Europe PMC full text,W7153556526,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19537404,https://doi.org/10.5281/zenodo.19537404,"inZOR-ND: Photochemical Multi-Geometry Active Space Selection — Fulvene CAS(10,10) 12/12 vs NOON-MP2 (Ethylene, Butadiene, Fulvene)",2026,doi.org,https://doi.org/10.5281/zenodo.19537404,no fetchable PDF and no Europe PMC full text,W7153821062,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19537405,https://doi.org/10.5281/zenodo.19537405,"inZOR-ND: Photochemical Multi-Geometry Active Space Selection — Fulvene CAS(10,10) 12/12 vs NOON-MP2 (Ethylene, Butadiene, Fulvene)",2026,doi.org,https://doi.org/10.5281/zenodo.19537405,no fetchable PDF and no Europe PMC full text,W7153844302,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19548906,https://doi.org/10.5281/zenodo.19548906,"Data for ""Multireference Excited-State Screening Reveals Hidden Candidate Space in Organic Semiconductors""",2026,doi.org,https://doi.org/10.5281/zenodo.19548906,no fetchable PDF and no Europe PMC full text,W7154111148,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19548907,https://doi.org/10.5281/zenodo.19548907,"Data for ""Multireference Excited-State Screening Reveals Hidden Candidate Space in Organic Semiconductors""",2026,doi.org,https://doi.org/10.5281/zenodo.19548907,no fetchable PDF and no Europe PMC full text,W7154184808,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19554524,https://doi.org/10.5281/zenodo.19554524,"NAMD LZBL Trajectories of All-trans-1,3,5-Hexatriene employing our MLIP-MRCI model",2026,doi.org,https://doi.org/10.5281/zenodo.19554524,"HTML landing page, not a PDF",W7154035402,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19554525,https://doi.org/10.5281/zenodo.19554525,"NAMD LZBL Trajectories of All-trans-1,3,5-Hexatriene employing our MLIP-MRCI model",2026,doi.org,https://doi.org/10.5281/zenodo.19554525,"HTML landing page, not a PDF",W7154064261,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19563196,https://doi.org/10.5281/zenodo.19563196,Er-Mediated Phononic Waveguide-QED Architecture for Scalable Microwave–Optical Quantum Transduction in Thin-Film Lithium Niobate,2026,doi.org,https://doi.org/10.5281/zenodo.19563196,no fetchable PDF and no Europe PMC full text,W7154902867,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19563197,https://doi.org/10.5281/zenodo.19563197,Er-Mediated Phononic Waveguide-QED Architecture for Scalable Microwave–Optical Quantum Transduction in Thin-Film Lithium Niobate,2026,doi.org,https://doi.org/10.5281/zenodo.19563197,no fetchable PDF and no Europe PMC full text,W7154915113,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19564687,https://doi.org/10.5281/zenodo.19564687,"Benchmarking the Photophysics of a Rigid Square-planar Ni(II) Complex using GASSCF, MC-PDFT and TDDFT SI",2026,doi.org,https://doi.org/10.5281/zenodo.19564687,"HTML landing page, not a PDF",W7154318341,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19564688,https://doi.org/10.5281/zenodo.19564688,"Benchmarking the Photophysics of a Rigid Square-planar Ni(II) Complex using GASSCF, MC-PDFT and TDDFT SI",2026,doi.org,https://doi.org/10.5281/zenodo.19564688,"HTML landing page, not a PDF",W7154357731,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19655526,https://doi.org/10.5281/zenodo.19655526,"inZOR-ND: Chemistry-Consistent Active-Space Selection across CH2O, C2H4 and C4H6 — A Three-Benchmark Validation under SA(2)-CASSCF / cc-pVDZ",2026,doi.org,https://doi.org/10.5281/zenodo.19655526,no fetchable PDF and no Europe PMC full text,W7154900767,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19655527,https://doi.org/10.5281/zenodo.19655527,"inZOR-ND: Chemistry-Consistent Active-Space Selection across CH2O, C2H4 and C4H6 — A Three-Benchmark Validation under SA(2)-CASSCF / cc-pVDZ",2026,doi.org,https://doi.org/10.5281/zenodo.19655527,no fetchable PDF and no Europe PMC full text,W7154893216,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.19740845,https://doi.org/10.5281/zenodo.19740845,ABIN,2026,doi.org,https://doi.org/10.5281/zenodo.19740845,"HTML landing page, not a PDF",W7155563276,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19825544,https://doi.org/10.5281/zenodo.19825544,Rigid Scan of C–O Bond Photocleavage in a Photoresponsive Drug Model,2026,doi.org,https://doi.org/10.5281/zenodo.19825544,"HTML landing page, not a PDF",W7156034978,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.19825545,https://doi.org/10.5281/zenodo.19825545,Rigid Scan of C–O Bond Photocleavage in a Photoresponsive Drug Model,2026,doi.org,https://doi.org/10.5281/zenodo.19825545,"HTML landing page, not a PDF",W7156144577,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.20016410,https://doi.org/10.5281/zenodo.20016410,"God Does Not Play Dice: Transition Metals Analysis through the Determinacy Equation, Part 3: Transition Metals",2026,doi.org,https://doi.org/10.5281/zenodo.20016410,no fetchable PDF and no Europe PMC full text,W7159933094,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20016411,https://doi.org/10.5281/zenodo.20016411,"God Does Not Play Dice: Transition Metals Analysis through the Determinacy Equation, Part 3: Transition Metals",2026,doi.org,https://doi.org/10.5281/zenodo.20016411,no fetchable PDF and no Europe PMC full text,W7159950220,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20070120,https://doi.org/10.5281/zenodo.20070120,From Oxo to Oxyl to Biradical: Systematic Multireference Calculations of Methane Activation at MOF Nodes,2026,doi.org,https://doi.org/10.5281/zenodo.20070120,no fetchable PDF and no Europe PMC full text,W7160534575,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20083483,https://doi.org/10.5281/zenodo.20083483,QENEX Verifier — Open-Source Reproducer for QENEX LAB v2 Paper Claims,2026,doi.org,https://doi.org/10.5281/zenodo.20083483,no fetchable PDF and no Europe PMC full text,W7161493170,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20204568,https://doi.org/10.5281/zenodo.20204568,Mapping Proton-Coupled Electron Transfer with Real Space Coordinates,2026,doi.org,https://doi.org/10.5281/zenodo.20204568,no fetchable PDF and no Europe PMC full text,W7161278973,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20204569,https://doi.org/10.5281/zenodo.20204569,Mapping Proton-Coupled Electron Transfer with Real Space Coordinates,2026,doi.org,https://doi.org/10.5281/zenodo.20204569,no fetchable PDF and no Europe PMC full text,W7161252789,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20264767,https://doi.org/10.5281/zenodo.20264767,Sector-Aware VQE for Reduced Fe₄N₂ Active-Space Models: Correction of a Prior Redox-Driven Electronic-Structure Collapse Claim,2026,doi.org,https://doi.org/10.5281/zenodo.20264767,no fetchable PDF and no Europe PMC full text,W7161550944,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20303973,https://doi.org/10.5281/zenodo.20303973,QENEX Verifier — Open-Source Reproducer for QENEX LAB v2 Paper Claims,2026,doi.org,https://doi.org/10.5281/zenodo.20303973,no fetchable PDF and no Europe PMC full text,W7161817752,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20303974,https://doi.org/10.5281/zenodo.20303974,QENEX Verifier — Open-Source Reproducer for QENEX LAB v2 Paper Claims,2026,doi.org,https://doi.org/10.5281/zenodo.20303974,no fetchable PDF and no Europe PMC full text,W7161844553,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20406918,https://doi.org/10.5281/zenodo.20406918,SHNITSEL - Surface Hopping Nested Instances Training Set for Excited-state Learning,2026,doi.org,https://doi.org/10.5281/zenodo.20406918,no fetchable PDF and no Europe PMC full text,W7162569421,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20415504,https://doi.org/10.5281/zenodo.20415504,Planck,2026,doi.org,https://doi.org/10.5281/zenodo.20415504,no fetchable PDF and no Europe PMC full text,W7162501005,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.20419288,https://doi.org/10.5281/zenodo.20419288,Er-Mediated Phononic Waveguide-QED Architecture for Scalable Microwave–Optical Quantum Transduction in Thin-Film Lithium Niobate,2026,doi.org,https://doi.org/10.5281/zenodo.20419288,no fetchable PDF and no Europe PMC full text,W7162557018,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21252628,https://doi.org/10.5281/zenodo.21252628,Quantum-Inspired Tensor Network and Statistical Meta-Analysis Pipeline for Topological Optimization of Plasmodium falciparum Antimalarial Ligands,2026,doi.org,https://doi.org/10.5281/zenodo.21252628,no fetchable PDF and no Europe PMC full text,W7167721267,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21277816,https://doi.org/10.5281/zenodo.21277816,The Condensed Matter Amplituhedron: CASSCF Wavefunctions as Geodesics on the Grassmannian,2026,doi.org,https://doi.org/10.5281/zenodo.21277816,no fetchable PDF and no Europe PMC full text,W7167795119,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21277820,https://doi.org/10.5281/zenodo.21277820,Schrodinger's Equation on the Grassmannian: The Correct Action Principle for Correlated Many-Body Wavefunctions,2026,doi.org,https://doi.org/10.5281/zenodo.21277820,no fetchable PDF and no Europe PMC full text,W7167843253,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21277822,https://doi.org/10.5281/zenodo.21277822,"A Universal Theory of Chemical Bonding from the Grassmannian: Three ISA Descriptors Unify Lewis, MO, and VB Theories",2026,doi.org,https://doi.org/10.5281/zenodo.21277822,no fetchable PDF and no Europe PMC full text,W7167797876,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21279007,https://doi.org/10.5281/zenodo.21279007,The Grassmannian as the Common Parent of Bonding and Scattering,2026,doi.org,https://doi.org/10.5281/zenodo.21279007,no fetchable PDF and no Europe PMC full text,W7167784670,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21300668,https://doi.org/10.5281/zenodo.21300668,The Topological Active Space: Weak Lifting and C/T Skeleton Pre-Screening for CASSCF,2026,doi.org,https://doi.org/10.5281/zenodo.21300668,no fetchable PDF and no Europe PMC full text,W7168047780,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21300679,https://doi.org/10.5281/zenodo.21300679,ISA-Guided Active Space Selection: H^k Orbital Stratification Automates CASSCF,2026,doi.org,https://doi.org/10.5281/zenodo.21300679,no fetchable PDF and no Europe PMC full text,W7167942614,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21300680,https://doi.org/10.5281/zenodo.21300680,ISA-Guided Active Space Selection: H^k Orbital Stratification Automates CASSCF,2026,doi.org,https://doi.org/10.5281/zenodo.21300680,no fetchable PDF and no Europe PMC full text,W7167947091,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21309089,https://doi.org/10.5281/zenodo.21309089,"Grassmannian Compression: Active Space Selection as Geometry, Transport, and Topology",2026,doi.org,https://doi.org/10.5281/zenodo.21309089,no fetchable PDF and no Europe PMC full text,W7168048162,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21329567,https://doi.org/10.5281/zenodo.21329567,Replicating the Quantum Coherence of the Eye in an Artificial Molecule... The Dawn of the Quantum Biomimetic Era,2026,doi.org,https://doi.org/10.5281/zenodo.21329567,"HTML landing page, not a PDF",W7168147985,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.21329568,https://doi.org/10.5281/zenodo.21329568,Replicating the Quantum Coherence of the Eye in an Artificial Molecule... The Dawn of the Quantum Biomimetic Era,2026,doi.org,https://doi.org/10.5281/zenodo.21329568,"HTML landing page, not a PDF",W7168181735,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.21332968,https://doi.org/10.5281/zenodo.21332968,"Five DNA and RNA bases swallow ultraviolet light: the purines slide straight out, the pyrimidines hesitate",2026,doi.org,https://doi.org/10.5281/zenodo.21332968,no fetchable PDF and no Europe PMC full text,W7168155330,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21332969,https://doi.org/10.5281/zenodo.21332969,"Five DNA and RNA bases swallow ultraviolet light: the purines slide straight out, the pyrimidines hesitate",2026,doi.org,https://doi.org/10.5281/zenodo.21332969,no fetchable PDF and no Europe PMC full text,W7168156112,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21346077,https://doi.org/10.5281/zenodo.21346077,Weyl-Stratified Active Space Compression: Topological Routing of Orbital Pairs to Exact Correlation Methods,2026,doi.org,https://doi.org/10.5281/zenodo.21346077,no fetchable PDF and no Europe PMC full text,W7168153207,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.21645261,https://doi.org/10.5281/zenodo.21645261,HUBUNGAN KOMPLEKSITAS REGIMEN OBAT TERHADAP DIABETES BURNOUT SYNDROM PADA PASIEN DIABETES MELLITUS TIPE 2: STUDI CROSS-SECTIONAL,2026,doi.org,https://doi.org/10.5281/zenodo.21645261,"HTML landing page, not a PDF",W7171566982,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.21645262,https://doi.org/10.5281/zenodo.21645262,HUBUNGAN KOMPLEKSITAS REGIMEN OBAT TERHADAP DIABETES BURNOUT SYNDROM PADA PASIEN DIABETES MELLITUS TIPE 2: STUDI CROSS-SECTIONAL,2026,doi.org,https://doi.org/10.5281/zenodo.21645262,"HTML landing page, not a PDF",W7171486214,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.21649662,https://doi.org/10.5281/zenodo.21649662,"Source Data for the paper ""Benchmarking Mixed-Reference Spin-Flip TDDFT for Capturing Photochemical Electrocyclic Reactions""",2026,doi.org,https://doi.org/10.5281/zenodo.21649662,"HTML landing page, not a PDF",W7171500502,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.21698360,https://doi.org/10.5281/zenodo.21698360,Spin–orbit-coupling-guided state selection for complete active space second-order perturbation theory calculations of Eu3+ energy levels: dataset,2026,doi.org,https://doi.org/10.5281/zenodo.21698360,"HTML landing page, not a PDF",W7171840695,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.3701341,https://doi.org/10.5281/zenodo.3701341,Near dissociation states for H2+–He on MRCI and FCI potential energy surfaces,2019,doi.org,https://doi.org/10.5281/zenodo.3701341,"HTML landing page, not a PDF",W4288089103,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.4903493,https://doi.org/10.5281/zenodo.4903493,Neural Network Fitted Potential Energy Surface for Ozone,2021,doi.org,https://doi.org/10.5281/zenodo.4903493,"HTML landing page, not a PDF",W4393837135,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.5710890,https://doi.org/10.5281/zenodo.5710890,"Source data for the publication ""Tracking excited state decay mechanisms of pyrimidine nucleosides in real time"", Nature Communications, 2021",2021,doi.org,https://doi.org/10.5281/zenodo.5710890,no fetchable PDF and no Europe PMC full text,W4393593434,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.6091616,https://doi.org/10.5281/zenodo.6091616,"Raw output data for ""Covalency in actinide(IV) hexachlorides in relation to the chlorine K-edge X-ray absorption structure"", DOI: 10.1039/D1SC06454A",2022,doi.org,https://doi.org/10.5281/zenodo.6091616,"HTML landing page, not a PDF",W4393802166,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.6576313,https://doi.org/10.5281/zenodo.6576313,Thermal site energy fluctuations in photosystem I: New insights from MD/QM/MM calculations,2023,doi.org,https://doi.org/10.5281/zenodo.6576313,"HTML landing page, not a PDF",W4393809017,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.7112809,https://doi.org/10.5281/zenodo.7112809,Molecular dynamics and electronic structure simulations of photoexcited chromophores in the gas-phase and complex environments,2022,doi.org,https://doi.org/10.5281/zenodo.7112809,"HTML landing page, not a PDF",W4297075347,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.7610935,https://doi.org/10.5281/zenodo.7610935,Thermal site energy fluctuations in photosystem I: New insights from MD/QM/MM calculations,2023,doi.org,https://doi.org/10.5281/zenodo.7610935,"HTML landing page, not a PDF",W4393649783,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.7777197,https://doi.org/10.5281/zenodo.7777197,"How methylation affects S2(ππ∗) internal conversion in the simplest linear α,β-unsaturated carbonyl: a non-adiabatic dynamics perspective",2023,doi.org,https://doi.org/10.5281/zenodo.7777197,"HTML landing page, not a PDF",W4393890278,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.7780175,https://doi.org/10.5281/zenodo.7780175,"Deciphering methylation effects on S2(ππ∗) internal conversion in the simplest linear α,β-unsaturated carbonyl",2023,doi.org,https://doi.org/10.5281/zenodo.7780175,"HTML landing page, not a PDF",W4393583834,ValueError: response is not a PDF (probably an HTML landing page)
