entry_id,structure_file,structure_provenance,compound_name,system_class,formula,metal_center,metal_ox_state,d_electron_count,ligand_set,point_group,geometry_source,method,software,basis_set,relativistic_treatment,soc_included,ss_included,active_space_nel,active_space_norb,active_space_orbital_description,active_space_protocol,multiplicities_studied,nroots_per_mult,ground_state_mult,electronic_structure_description,Other,reference_short,reference_doi,year,notes,correlation_correction,entry_type,mining_model,open_access,removed_reason,removed_at
W1680057046-f,,,NO2 2 2A-double-prime / 2A2 surface,molecule,NO2,none,,,none,,"minimum R=1.29 A, angle=110 deg",state-averaged CASSCF followed by second-order MR perturbation (CASSCF-MP2),GAMESS,6-31+G(d),,no,no,11,9,eleven electrons in nine important bonding/antibonding valence orbitals beyond the 2s cores,"SA-CASSCF(11,9) followed by second-order multireference perturbation theory (CASSCF-MP2)","2,4",six lowest doublet roots of each A-prime/A-double-prime symmetry included in the electronic-structure survey; lowest fitted surfaces reported individually,2,minimum E=-204.594383 Eh (2.23 eV); higher entrance barrier approximately twice the lowest-surface barriers,,"Sayos et al., J. Chem. Phys. 113 (2000)",10.1063/1.1311291,2000,GPT-5.6 comprehensively read all eight article pages plus the publisher cover (nine PDF pages). No supporting information was identified. More than 1000 unique geometries spanning 0.9-5 A and angles 5-175 degrees were calculated for the fitted doublet surfaces. Surface fitting and trajectory dynamics omitted spin-orbit and nonadiabatic coupling.,CASSCF-MP2,llm_mining,gpt-5.6,no,Same compound/structural family as W1680057046-a; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1680057046-g,,,NO2 quartet entrance surfaces,molecule,NO2,none,,,none,,N + O2 entrance region; lowest 2 2A-prime and 1 2A-double-prime entrance barriers,12-root state-averaged CASSCF followed by CASSCF-MP2; state-averaged CASSCF/CASSCF-MP2 active-space sensitivity test,GAMESS,6-31+G(d); 6-31+G(2df); 6-31G(d),,no,no,11,9,"eleven electrons in nine important bonding/antibonding valence orbitals beyond the 2s cores; larger paper-defined CAS(13,10) test space; detailed orbital membership was not reported; larger paper-defined CAS(17,12) test space; detailed orbital membership was not reported","SA-CASSCF(11,9) followed by second-order multireference perturbation theory (CASSCF-MP2); CAS(13,10) test relative to default CAS(11,9); CAS(17,12) test relative to default CAS(11,9); Source compared method/state-specific active spaces (11,9), (13,10), (17,12)","2,4",twelve lowest quartet roots in the state average; lowest reactive doublet roots,2,"NO2 quartet entrance surfaces: Quartet entrance barriers were at least 0.4 eV; quartet surfaces were not fitted or used in the trajectory calculations. | NO2 lowest-doublet entrance-barrier active-space test CAS(13,10): The larger-active-space tests lowered the two lowest entrance barriers by approximately 30% relative to CAS(11,9). | NO2 lowest-doublet entrance-barrier active-space test CAS(17,12): The larger-active-space tests lowered the two lowest entrance barriers by approximately 30% relative to CAS(11,9).",,"Sayos et al., J. Chem. Phys. 113 (2000)",10.1063/1.1311291,2000,"GPT-5.6 comprehensively read all eight article pages plus the publisher cover (nine PDF pages). No supporting information was identified. More than 1000 unique geometries spanning 0.9-5 A and angles 5-175 degrees were calculated for the fitted doublet surfaces. Surface fitting and trajectory dynamics omitted spin-orbit and nonadiabatic coupling.; GPT-5.6 full PR over-splitting correction (2026-08-17): condensed 3 over-split source rows into one compound row; method, state, active-space, and numerical variants are retained in the merged fields",CASSCF-MP2,llm_mining,gpt-5.6,no,Same compound/structural family as W1680057046-a; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1893350443-b,,,trans-formanilide S1,molecule,C7H7NO,none,,,,Cs,CASSCF/cc-pVDZ optimized minimum confirmed by harmonic-frequency analysis,CASSCF geometry/frequency calculation with CASMP2 single-point dynamic-correlation correction,Gaussian 98,cc-pVDZ,,no,no,10,8,six benzene p-type orbitals plus the oxygen and nitrogen lone-pair orbitals of a'' symmetry,larger spaces containing higher antibonding or sigma-type orbitals were tested but considerably degraded CASSCF convergence,1,,1,CASSCF energy -398.408664 Eh; CASMP2 energy -399.538790 Eh; zero-point correction 0.128931 Eh; C1-N2 1.403 A; N2-C14 1.360 A; C14-O15 1.190 A; C12-C1-N2-C14 0.0 deg,"Table 4 excitation energies (cm^-1): trans S1-S0 CASSCF 37949, CASMP2 37587, experiment 36004.3 +/- 0.2; cis 37881, 37491, experiment 34912.9 +/- 0.2; trans D0-S1 CASSCF 58809, CASMP2 66922; cis 59125, 67676","Ullrich et al., Phys. Chem. Chem. Phys. 3, 5450 (2001)",10.1039/b107700g,2001,"GPT-5.6 comprehensively read all nine article pages and the complete one-page archived publisher ESI table. The ESI supplies CASSCF S0/S1 frequencies but no coordinates. The paper states eight active orbitals but not electron counts: CAS(10,8) for neutral S0/S1 and CAS(9,8) for D0 are source-derived arithmetic from six benzene pi electrons plus two doubly occupied O/N lone pairs, with one electron removed for the cation. The authors explicitly call the CASSCF excitation energies disappointing and unable to recover the cis/trans trends.",CASMP2,llm_mining,gpt-5.6,no,Same compound/structural family as W1893350443-a; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1893350443-e,,,cis-formanilide S1,molecule,C7H7NO,none,,,,C1,CASSCF/cc-pVDZ optimized minimum confirmed by harmonic-frequency analysis,CASSCF geometry/frequency calculation with CASMP2 single-point dynamic-correlation correction,Gaussian 98,cc-pVDZ,,no,no,10,8,six benzene p-type orbitals plus the oxygen and nitrogen lone-pair orbitals of a'' symmetry,larger spaces containing higher antibonding or sigma-type orbitals were tested but considerably degraded CASSCF convergence,1,,1,CASSCF energy -398.408503 Eh; CASMP2 energy -399.535602 Eh; zero-point correction 0.128627 Eh; C1-N2 1.399 A; N2-C14 1.362 A; side-arm dihedral 37.2 deg,"Table 4 excitation energies (cm^-1): trans S1-S0 CASSCF 37949, CASMP2 37587, experiment 36004.3 +/- 0.2; cis 37881, 37491, experiment 34912.9 +/- 0.2; trans D0-S1 CASSCF 58809, CASMP2 66922; cis 59125, 67676","Ullrich et al., Phys. Chem. Chem. Phys. 3, 5450 (2001)",10.1039/b107700g,2001,"GPT-5.6 comprehensively read all nine article pages and the complete one-page archived publisher ESI table. The ESI supplies CASSCF S0/S1 frequencies but no coordinates. The paper states eight active orbitals but not electron counts: CAS(10,8) for neutral S0/S1 and CAS(9,8) for D0 are source-derived arithmetic from six benzene pi electrons plus two doubly occupied O/N lone pairs, with one electron removed for the cation. The authors explicitly call the CASSCF excitation energies disappointing and unable to recover the cis/trans trends.",CASMP2,llm_mining,gpt-5.6,no,Same compound/structural family as W1893350443-d; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1968944876-d,,,phenol S1,molecule,C6H6O,none,,,phenyl ring bearing one hydroxyl group,planar phenol; no computational symmetry constraint stated,"state-specific CASSCF(8,7)/cc-pVDZ optimized S1 equilibrium geometry; internally contracted MRCI/cc-pVDZ optimized S1 equilibrium geometry","CASSCF(8,7) geometry optimization and harmonic normal-mode analysis; internally contracted MRCI/CASSCF(8,7) geometry optimization with CASSCF(8,7) harmonic normal-mode analysis",not separately stated; MOLPRO 2002.6 is explicitly specified for the associated CASSCF-reference MRCI workflow; MOLPRO 2002.6 for MRCI; standalone CASSCF NMA implementation not separately identified,Dunning cc-pVDZ throughout,none specified,no,no,8,7,seven pi orbitals: six on the aromatic ring and one oxygen p orbital,"state-specific CASSCF references for S0 and S1; the same (8,7) active space used for CASSCF geometries, MRCI references, and all reported CASSCF normal-mode analyses",1,one state-specific singlet root for each S0 or S1 geometry/NMA calculation,1,"phenol S1 singlet; oxygen active-p-orbital natural population reported as 1.99, indicating small multireference character","phenol S1 at CASSCF equilibrium geometry: Table 3 ordered 33 CASSCF harmonic frequencies (cm^-1)=182,271,284,371,417,472,493,507,540,582,593,616,701,823,969,1014,1031,1216,1234,1283,1373,1437,1510,1546,1675,1700,1864,3344,3355,3371,3380,3392,4158; Table 1 equilibrium-geometry rotational constants A/B/C=5451.4/2575.4/1738.7 MHz; Table 4 CASSCF S1-S0 bond-length changes (pm; order O-H,C1-OH,C1-C2a,C2a-C3a,C3a-C4,C3b-C4,C2b-C3b,C1-C2b,C2a-H2a,C3a-H3a,C4-H4,C3b-H3b,C2b-H2b)=0.09,-0.8,3.66,3.41,4.0,3.43,4.11,3.04,-0.31,-0.26,-0.11,-0.28,-0.14; angle changes (deg; order C1-O-H,C2a-C1-O,C2b-C1-O,C1-C2a-C3a,C1-C2b-C3b,C2a-C3a-C4,C2b-C3b-C4,C2a-C1-C2b,C3a-C4-C3b,C1-C2a-H2a,C1-C2b-H2b)=0.26,-1.06,-0.7,-0.91,-0.72,-0.67,-0.89,1.76,1.43,0.3,0.23 | phenol S1 at MRCI equilibrium geometry: Table 3 ordered 33 CASSCF harmonic frequencies (cm^-1)=164,259,314,364,416,468,491,510,543,582,594,619,711,833,983,1026,1036,1222,1240,1290,1397,1443,1520,1559,1693,1720,1881,3342,3350,3369,3378,3391,4147; Table 1 equilibrium-geometry rotational constants A/B/C=5359.8/2600.3/1750.9 MHz; Table 4 MRCI S1-S0 bond-length changes (pm; order O-H,C1-OH,C1-C2a,C2a-C3a,C3a-C4,C3b-C4,C2b-C3b,C1-C2b,C2a-H2a,C3a-H3a,C4-H4,C3b-H3b,C2b-H2b)=0.08,-0.97,3.43,3.3,3.76,3.21,3.96,2.86,-0.24,-0.26,-0.04,-0.28,-0.23; angle changes (deg; order C1-O-H,C2a-C1-O,C2b-C1-O,C1-C2a-C3a,C1-C2b-C3b,C2a-C3a-C4,C2b-C3b-C4,C2a-C1-C2b,C3a-C4-C3b,C1-C2a-H2a,C1-C2b-H2b)=0.11,-1.34,-0.78,-1.11,-0.94,-0.86,-1.04,2.12,1.83,0.23,0.19; MRCI wave function: 3,282,020 uncontracted CSFs internally contracted to 170,429 configurations; CASSCF-vs-CASSCF-geometry mean absolute frequency difference=4.31 cm^-1 (S0) or 8.47 cm^-1 (S1); no imaginary frequencies","Pugliesi and Mueller-Dethlefs, J. Phys. Chem. A 110, 4657-4667 (2006)",10.1021/jp058226h,2006,"GPT-5.6 comprehensively read all 11 article pages, including the complete theory and program appendix, methods, Tables 1-4, every plotted spectrum and Duschinsky analysis, discussion, conclusions, and references. All six distinct current-source CASSCF-family geometry/NMA combinations are represented. Experimental and previous-fit data were reviewed but not misrepresented as current calculations; SACCI-only electronic results were retained only as the explicitly stated geometry context for current CASSCF normal-mode analyses.; GPT-5.6 full PR over-splitting correction (2026-08-17): condensed 2 over-split source rows into one compound row; method, state, active-space, and numerical variants are retained in the merged fields","none beyond CASSCF; internally contracted MRCI dynamic correlation from the state-specific CASSCF(8,7) reference",llm_mining,gpt-5.6,no,Same compound/structural family as W1968944876-c; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1968944876-e,,,phenol S0 at SACCI equilibrium geometry,molecule,C6H6O,none,,,phenyl ring bearing one hydroxyl group,planar phenol; no computational symmetry constraint stated,all-valence SACCI/cc-pVDZ optimized S0 equilibrium geometry; CASSCF NMA evaluated there,"CASSCF(8,7) harmonic normal-mode analysis at an all-valence SACCI geometry",CASSCF NMA implementation not separately identified; Gaussian 03 generated the SACCI geometry,Dunning cc-pVDZ throughout,none specified,no,no,8,7,seven pi orbitals: six on the aromatic ring and one oxygen p orbital,"state-specific CASSCF references for S0 and S1; the same (8,7) active space used for CASSCF geometries, MRCI references, and all reported CASSCF normal-mode analyses",1,one state-specific singlet root for each S0 or S1 geometry/NMA calculation,1,"phenol S0 singlet; oxygen active-p-orbital natural population reported as 1.99, indicating small multireference character","Table 2 ordered 33 CASSCF harmonic frequencies (cm^-1)=244,381,429,430,545,563,662,707,763,817,868,882,964,987,1073,1092,1147,1189,1253,1268,1367,1383,1465,1600,1635,1738,1768,3355,3371,3381,3401,3414,4111; Table 1 equilibrium-geometry rotational constants A/B/C=5693.5/2614.7/1791.8 MHz; CASSCF-vs-CASSCF-geometry mean absolute frequency difference=14.72 cm^-1 (S0) or 23.41 cm^-1 (S1); no imaginary frequencies","Pugliesi and Mueller-Dethlefs, J. Phys. Chem. A 110, 4657-4667 (2006)",10.1021/jp058226h,2006,"GPT-5.6 comprehensively read all 11 article pages, including the complete theory and program appendix, methods, Tables 1-4, every plotted spectrum and Duschinsky analysis, discussion, conclusions, and references. All six distinct current-source CASSCF-family geometry/NMA combinations are represented. Experimental and previous-fit data were reviewed but not misrepresented as current calculations; SACCI-only electronic results were retained only as the explicitly stated geometry context for current CASSCF normal-mode analyses.",none in the reported normal-mode calculation; geometry imported from all-valence SACCI,llm_mining,gpt-5.6,no,Same compound/structural family as W1968944876-c; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1968944876-f,,,phenol S1 at SACCI equilibrium geometry,molecule,C6H6O,none,,,phenyl ring bearing one hydroxyl group,planar phenol; no computational symmetry constraint stated,all-valence SACCI/cc-pVDZ optimized S1 equilibrium geometry; CASSCF NMA evaluated there,"CASSCF(8,7) harmonic normal-mode analysis at an all-valence SACCI geometry",CASSCF NMA implementation not separately identified; Gaussian 03 generated the SACCI geometry,Dunning cc-pVDZ throughout,none specified,no,no,8,7,seven pi orbitals: six on the aromatic ring and one oxygen p orbital,"state-specific CASSCF references for S0 and S1; the same (8,7) active space used for CASSCF geometries, MRCI references, and all reported CASSCF normal-mode analyses",1,one state-specific singlet root for each S0 or S1 geometry/NMA calculation,1,"phenol S1 singlet; oxygen active-p-orbital natural population reported as 1.99, indicating small multireference character","Table 3 ordered 33 CASSCF harmonic frequencies (cm^-1)=144,240,349,388,419,458,474,511,517,564,580,594,708,834,995,1039,1040,1221,1240,1303,1403,1448,1530,1563,1708,1732,1895,3374,3380,3407,3413,3428,4090; Table 1 equilibrium-geometry rotational constants A/B/C=5364.5/2626.1/1763.0 MHz; Table 4 SACCI S1-S0 bond-length changes (pm; order O-H,C1-OH,C1-C2a,C2a-C3a,C3a-C4,C3b-C4,C2b-C3b,C1-C2b,C2a-H2a,C3a-H3a,C4-H4,C3b-H3b,C2b-H2b)=0.14,-1.86,2.83,2.94,3.0,2.38,3.14,2.43,-0.21,-0.3,0.28,-0.36,-0.23; angle changes (deg; order C1-O-H,C2a-C1-O,C2b-C1-O,C1-C2a-C3a,C1-C2b-C3b,C2a-C3a-C4,C2b-C3b-C4,C2a-C1-C2b,C3a-C4-C3b,C1-C2a-H2a,C1-C2b-H2b)=0.29,-1.73,-1.46,-1.87,-1.46,-1.32,-1.43,3.29,2.99,0.14,0.19; CASSCF-vs-CASSCF-geometry mean absolute frequency difference=14.72 cm^-1 (S0) or 23.41 cm^-1 (S1); no imaginary frequencies","Pugliesi and Mueller-Dethlefs, J. Phys. Chem. A 110, 4657-4667 (2006)",10.1021/jp058226h,2006,"GPT-5.6 comprehensively read all 11 article pages, including the complete theory and program appendix, methods, Tables 1-4, every plotted spectrum and Duschinsky analysis, discussion, conclusions, and references. All six distinct current-source CASSCF-family geometry/NMA combinations are represented. Experimental and previous-fit data were reviewed but not misrepresented as current calculations; SACCI-only electronic results were retained only as the explicitly stated geometry context for current CASSCF normal-mode analyses.",none in the reported normal-mode calculation; geometry imported from all-valence SACCI,llm_mining,gpt-5.6,no,Same compound/structural family as W1968944876-c; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1972255997-b,,,Sc-benzene (1) 4E2 short-range minimum,molecule,ScC6H6,Sc,0; weak residual charge transfer in the neutral complex,3 active valence electrons (3d1 4s2 asymptote),one eta6-benzene ligand; all benzene orbitals inactive in CAS,C6v maintained in a C2v implementation,CASSCF metal-ring-distance scan; short-range minimum at d=2.12 A; rigid benzene,CASSCF metal-ring potential curve + MRCI(SD) single point at the CASSCF minimum + Davidson correction for binding,MOLPRO (2000 package),Dolg relativistic ECP basis [6s5p3d1f] on metal; C ECP/[4s2p]; H DZP; diffuse functions added for MRCI,Dolg relativistic ECP replacing 10 metal core electrons; Igel-Mann/Stoll/Preuss ECP replacing C 1s2,no,no,3,12,"all twelve metal-centered 4s, five 3d, 5s, and five 4d orbitals; metal inner orbitals and every benzene orbital inactive but SCF-relaxed","one-dimensional CASSCF scan changes only the metal-to-ring-center distance with benzene fixed at its isolated CASSCF geometry (C-C=1.386, C-H=1.071 A); C6v preserved via C2v. MRCI includes singles/doubles and an augmented diffuse basis; Davidson correction used for long-range binding.",4,(1) 4E2,2,"(1) 4E2 short-range minimum; relative energy=1.05 eV, metal-ring distance=2.12 A, MRCI dipole=2.27 D (oriented metal to benzene).","Table 1 exact values: relative energy=1.05 eV, d=2.12 A, dipole=2.27 D. Mulliken metal s/p/d/f=0.96/0.60/1.57/0.06, net charge=-0.19; short-range quartet is 0.21 eV below the lowest short-range doublet but metastable to ground-state fragments. Table 2 rotational constants A/C=0.0783/0.0963 cm^-1. Long-range states are below the ground-fragment asymptote; short-range minima are metastable even when locally bound.","Rabilloud et al., J. Phys. Chem. A 107, 11347-11353 (2003)",10.1021/jp035403a,2003,"GPT-5.6 comprehensively read all 7 supplied pages, including the complete beam-deflection experiment, active-space construction, every potential curve and simulated-deflection figure, all four tables, long-/short-range state analysis, dissociation-energy comparison, conclusions, and references. No article-specific supplement is cited. Nb/Ta experimental dipoles and DFT-only calculations were reviewed but excluded because no CASSCF active-space calculation was performed for them. CAS electron counts are arithmetic restatements of the explicitly active 4s/3d/5s/4d metal orbitals and the stated metal valence configurations; benzene orbitals are explicitly inactive.",MRCI singles/doubles plus Davidson correction,llm_mining,gpt-5.6,no,Same compound/structural family as W1972255997-a; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1972255997-f,,,V-benzene (1) 6A1 long-range minimum,molecule,VC6H6,V,0; weak residual charge transfer in the neutral complex,5 active valence electrons (3d3 4s2 asymptote),one eta6-benzene ligand; all benzene orbitals inactive in CAS,C6v maintained in a C2v implementation,CASSCF metal-ring-distance scan; long-range minimum at d=4.30 A; rigid benzene,CASSCF metal-ring potential curve + MRCI(SD) single point at the CASSCF minimum + Davidson correction for binding,MOLPRO (2000 package),Dolg relativistic ECP basis [6s5p3d1f] on metal; C ECP/[4s2p]; H DZP; diffuse functions added for MRCI,Dolg relativistic ECP replacing 10 metal core electrons; Igel-Mann/Stoll/Preuss ECP replacing C 1s2,no,no,5,12,"all twelve metal-centered 4s, five 3d, 5s, and five 4d orbitals; metal inner orbitals and every benzene orbital inactive but SCF-relaxed","one-dimensional CASSCF scan changes only the metal-to-ring-center distance with benzene fixed at its isolated CASSCF geometry (C-C=1.386, C-H=1.071 A); C6v preserved via C2v. MRCI includes singles/doubles and an augmented diffuse basis; Davidson correction used for long-range binding.",6,(1) 6A1,4,"(1) 6A1 long-range minimum; relative energy=0.60 eV, metal-ring distance=4.30 A, MRCI dipole=1.17 D (oriented metal to benzene).","Table 1 exact values: relative energy=0.60 eV, d=4.30 A, dipole=1.17 D. Mulliken metal s/p/d=1.00/0.02/4.01, net charge=-0.03; MRCI+Q binding=520 K; correlated with the V d4s1 excited configuration. Table 2 rotational constants A/C=0.0257/0.0963 cm^-1. Long-range states are below the ground-fragment asymptote; short-range minima are metastable even when locally bound.","Rabilloud et al., J. Phys. Chem. A 107, 11347-11353 (2003)",10.1021/jp035403a,2003,"GPT-5.6 comprehensively read all 7 supplied pages, including the complete beam-deflection experiment, active-space construction, every potential curve and simulated-deflection figure, all four tables, long-/short-range state analysis, dissociation-energy comparison, conclusions, and references. No article-specific supplement is cited. Nb/Ta experimental dipoles and DFT-only calculations were reviewed but excluded because no CASSCF active-space calculation was performed for them. CAS electron counts are arithmetic restatements of the explicitly active 4s/3d/5s/4d metal orbitals and the stated metal valence configurations; benzene orbitals are explicitly inactive.",MRCI singles/doubles plus Davidson correction,llm_mining,gpt-5.6,no,Same compound/structural family as W1972255997-e; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1972255997-g,,,V-benzene (1) 4E2 short-range metastable minimum,molecule,VC6H6,V,0; weak residual charge transfer in the neutral complex,5 active valence electrons (3d3 4s2 asymptote),one eta6-benzene ligand; all benzene orbitals inactive in CAS,C6v maintained in a C2v implementation,CASSCF metal-ring-distance scan; short-range metastable minimum at d=1.97 A; rigid benzene,CASSCF metal-ring potential curve + MRCI(SD) single point at the CASSCF minimum + Davidson correction for binding,MOLPRO (2000 package),Dolg relativistic ECP basis [6s5p3d1f] on metal; C ECP/[4s2p]; H DZP; diffuse functions added for MRCI,Dolg relativistic ECP replacing 10 metal core electrons; Igel-Mann/Stoll/Preuss ECP replacing C 1s2,no,no,5,12,"all twelve metal-centered 4s, five 3d, 5s, and five 4d orbitals; metal inner orbitals and every benzene orbital inactive but SCF-relaxed","one-dimensional CASSCF scan changes only the metal-to-ring-center distance with benzene fixed at its isolated CASSCF geometry (C-C=1.386, C-H=1.071 A); C6v preserved via C2v. MRCI includes singles/doubles and an augmented diffuse basis; Davidson correction used for long-range binding.",4,(1) 4E2,4,"(1) 4E2 short-range metastable minimum; relative energy=1.26 eV, metal-ring distance=1.97 A, MRCI dipole=2.79 D (oriented metal to benzene).","Table 1 exact values: relative energy=1.26 eV, d=1.97 A, dipole=2.79 D. Mulliken metal s/p/d=0.96/0.59/3.55, net charge=-0.10; dissociation barrier=0.11 eV. Experiment would imply only 0.12 D at this rotational constant, excluding this 2.79 D assignment. Table 2 rotational constants A/C=0.0816/0.0963 cm^-1. Long-range states are below the ground-fragment asymptote; short-range minima are metastable even when locally bound.","Rabilloud et al., J. Phys. Chem. A 107, 11347-11353 (2003)",10.1021/jp035403a,2003,"GPT-5.6 comprehensively read all 7 supplied pages, including the complete beam-deflection experiment, active-space construction, every potential curve and simulated-deflection figure, all four tables, long-/short-range state analysis, dissociation-energy comparison, conclusions, and references. No article-specific supplement is cited. Nb/Ta experimental dipoles and DFT-only calculations were reviewed but excluded because no CASSCF active-space calculation was performed for them. CAS electron counts are arithmetic restatements of the explicitly active 4s/3d/5s/4d metal orbitals and the stated metal valence configurations; benzene orbitals are explicitly inactive.",MRCI singles/doubles plus Davidson correction,llm_mining,gpt-5.6,no,Same compound/structural family as W1972255997-e; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1972255997-h,,,V-benzene (1) 2E2 short-range metastable minimum,molecule,VC6H6,V,0; weak residual charge transfer in the neutral complex,5 active valence electrons (3d3 4s2 asymptote),one eta6-benzene ligand; all benzene orbitals inactive in CAS,C6v maintained in a C2v implementation,CASSCF metal-ring-distance scan; short-range metastable minimum at d=1.91 A; rigid benzene,CASSCF metal-ring potential curve + MRCI(SD) single point at the CASSCF minimum + Davidson correction for binding,MOLPRO (2000 package),Dolg relativistic ECP basis [6s5p3d1f] on metal; C ECP/[4s2p]; H DZP; diffuse functions added for MRCI,Dolg relativistic ECP replacing 10 metal core electrons; Igel-Mann/Stoll/Preuss ECP replacing C 1s2,no,no,5,12,"all twelve metal-centered 4s, five 3d, 5s, and five 4d orbitals; metal inner orbitals and every benzene orbital inactive but SCF-relaxed","one-dimensional CASSCF scan changes only the metal-to-ring-center distance with benzene fixed at its isolated CASSCF geometry (C-C=1.386, C-H=1.071 A); C6v preserved via C2v. MRCI includes singles/doubles and an augmented diffuse basis; Davidson correction used for long-range binding.",2,(1) 2E2,4,"(1) 2E2 short-range metastable minimum; relative energy=1.70 eV, metal-ring distance=1.91 A, MRCI dipole=3.70 D (oriented metal to benzene).","Table 1 exact values: relative energy=1.70 eV, d=1.91 A, dipole=3.70 D. Mulliken metal s/p/d=0.96/0.64/3.53, net charge=-0.13; lies 0.44 eV above the short-range quartet. Table 2 rotational constants A/C=0.0833/0.0963 cm^-1. Long-range states are below the ground-fragment asymptote; short-range minima are metastable even when locally bound.","Rabilloud et al., J. Phys. Chem. A 107, 11347-11353 (2003)",10.1021/jp035403a,2003,"GPT-5.6 comprehensively read all 7 supplied pages, including the complete beam-deflection experiment, active-space construction, every potential curve and simulated-deflection figure, all four tables, long-/short-range state analysis, dissociation-energy comparison, conclusions, and references. No article-specific supplement is cited. Nb/Ta experimental dipoles and DFT-only calculations were reviewed but excluded because no CASSCF active-space calculation was performed for them. CAS electron counts are arithmetic restatements of the explicitly active 4s/3d/5s/4d metal orbitals and the stated metal valence configurations; benzene orbitals are explicitly inactive.",MRCI singles/doubles plus Davidson correction,llm_mining,gpt-5.6,no,Same compound/structural family as W1972255997-e; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
W1972255997-k,,,Ni-benzene (1) 1A1 long-range excited minimum,molecule,NiC6H6,Ni,0; weak residual charge transfer in the neutral complex,10 active valence electrons (3d8 4s2/3d9 4s1 manifold),one eta6-benzene ligand; all benzene orbitals inactive in CAS,C6v maintained in a C2v implementation,CASSCF metal-ring-distance scan; long-range excited minimum at d=4.17 A; rigid benzene,CASSCF metal-ring potential curve + MRCI(SD) single point at the CASSCF minimum + Davidson correction for binding,MOLPRO (2000 package),Dolg relativistic ECP basis [6s5p3d1f] on metal; C ECP/[4s2p]; H DZP; diffuse functions added for MRCI,Dolg relativistic ECP replacing 10 metal core electrons; Igel-Mann/Stoll/Preuss ECP replacing C 1s2,no,no,10,12,"all twelve metal-centered 4s, five 3d, 5s, and five 4d orbitals; metal inner orbitals and every benzene orbital inactive but SCF-relaxed","one-dimensional CASSCF scan changes only the metal-to-ring-center distance with benzene fixed at its isolated CASSCF geometry (C-C=1.386, C-H=1.071 A); C6v preserved via C2v. MRCI includes singles/doubles and an augmented diffuse basis; Davidson correction used for long-range binding.",1,(1) 1A1,3,"(1) 1A1 long-range excited minimum; relative energy=0.48 eV, metal-ring distance=4.17 A, MRCI dipole=0.90 D (oriented metal to benzene).","Table 1 exact values: relative energy=0.48 eV, d=4.17 A, dipole=0.90 D. Mulliken metal s/p/d=1.00/0.02/9.00, net charge=-0.02; one of two bound long-range Ni states. Table 2 rotational constants A/C=0.0251/0.0963 cm^-1. Long-range states are below the ground-fragment asymptote; short-range minima are metastable even when locally bound.","Rabilloud et al., J. Phys. Chem. A 107, 11347-11353 (2003)",10.1021/jp035403a,2003,"GPT-5.6 comprehensively read all 7 supplied pages, including the complete beam-deflection experiment, active-space construction, every potential curve and simulated-deflection figure, all four tables, long-/short-range state analysis, dissociation-energy comparison, conclusions, and references. No article-specific supplement is cited. Nb/Ta experimental dipoles and DFT-only calculations were reviewed but excluded because no CASSCF active-space calculation was performed for them. CAS electron counts are arithmetic restatements of the explicitly active 4s/3d/5s/4d metal orbitals and the stated metal valence configurations; benzene orbitals are explicitly inactive.",MRCI singles/doubles plus Davidson correction,llm_mining,gpt-5.6,no,Same compound/structural family as W1972255997-j; electronic-state or stationary-point split consolidated during database-wide audit,2026-08-20T15:29:06Z
