Title,Author,Year,Citation count,Open access,DOI
"Accurate potential energy curves and spectroscopic properties of the X <sup>3</sup> Σ <sup>−</sup> , a <sup>1</sup> Δ, b <sup>1</sup> Σ <sup>+</sup> , and A <sup>3</sup> Π electronic states of the PH molecule",Yi-Ran Wang|Dong Liu|Yuzhi Song|Wei Wang|Lu-lu Zhang,2026,0,Open Access,https://doi.org/10.1088/1402-4896/ae5035
"Some “Special” Topics: (8.1) Solvation, (8.2) Singlet Diradicals, and (8.3) a Note on Heavy Atoms and Transition Metals",Errol G. Lewars,2024,0,Open Access,https://doi.org/10.1007/978-3-031-51443-2_8
A Bipolar Model of Concept Multi-Representation (in Chinese),Zhenan Shao,2006,0,Open Access,https://doi.org/10.1021/jp065772h
Charge disproportionation in transition metal oxides,Aymeric Sadoc,2008,0,Open Access,
The development of models to describing the structure and properties of diazomethane,João G. S. Monteiro,2013,0,Open Access,
Theoretical Investigation of HS2 Radical and Its Positive Ion,B. Edhay,2005,0,Open Access,https://doi.org/10.1063/1.2128335
Unraveling the mechanism of the manganese-salen epoxidation,Thomas Bogaerts|Andy Van Yperen-De Deyne|Sebastian Wouters|Dimitri Van Neck|Pascal Van Der Voort|Véronique Van Speybroeck,2014,0,Open Access,
Real-time Crystallographic Capture of Fe–NO Bond Photodissociation in a Nonheme Iron Nitrosyl Complex,Jaeheung Cho|Seungwon Sun|Sangho So|Dohyun Moon|Mu‐Hyun Baik,2026,0,Open Access,https://doi.org/10.21203/rs.3.rs-6722143/v1
ABSORPTION OF SOME SMALL SILVER CLUSTERS: DFT AND CASPT2 CALCULATIONS,Ngo Tuan Cuong,2018,0,Open Access,https://doi.org/10.15625/2525-2518/55/6a/12367
Demonstration of the ODMR activity of the telecom range ClV center in SiC: a wavefunction theory analysis,Zsolt Benedek|Oscar Bulancea-Lindvall|Joel Davidsson|Viktor Ivády|Igor A. Abrikosov,2025,0,Open Access,https://doi.org/10.48550/arxiv.2511.21965
Multireference Studies of Transition Metal and Actinide Containing Molecular Systems,Arturo Sauza‐de la Vega,2025,0,Open Access,https://doi.org/10.6082/wgpqw-nxs33
Overview of antiproton affinities for functional groups relevant in particle‐beam cancer therapy,Henrik Stegeby,2018,0,Open Access,https://doi.org/10.1002/cnr2.1128
Absolute Configuration Determination with Electronically Enhanced Vibrational Circular Dichroism,Mariia Sapova|Chandan Kumar|Sahar Ashtari‐Jafari|Wybren Jan Buma|Lucas Visscher,2025,0,Open Access,https://doi.org/10.1002/ange.202517979
A Theoretical Approach to Demystify the Role of Copper Salts and O2 in the Mechanism of C-N Bond Cleavage and Nitrogen Transfer,Boyli Ghosh|Ambar Banerjee|Lisa Roy|Rounak Nath|Rabindra Nath Manna|Ankan Paul,2021,0,Open Access,https://doi.org/10.26434/chemrxiv.14524977
Computational modelling of chemical reactions catalyzed by cobalamin (B12)-dependent enzymes : mechanistic insights.,Neeraj Kumar,2013,0,Open Access,https://doi.org/10.18297/etd/782
"Grassmannian Compression: Active Space Selection as Geometry, Transport, and Topology",Ian Richard C Buckley,2026,0,Open Access,https://doi.org/10.5281/zenodo.21309089
Beyond Born–OppenheimerConstructed DiabaticPotential Energy Surfaces for H<sub>3</sub>: Adiabatic and DiabaticReaction Probabilities,Amarendra Ghosh (21670146)|Ahitagni Roy (21670149)|Abhishek Kumar (156479)|Koushik Naskar (7510592)|Satyam Ravi (8448249)|Satrajit Adhikari (1458469),2025,0,Open Access,https://doi.org/10.1021/acs.jpca.5c03032.s001
Chemical Bonding in the C$_2$ Molecule,Alexander F. Sax,2023,0,Open Access,https://doi.org/10.48550/arxiv.2304.05169
Berechnung der angeregten Zustände von Modellchromophoren des Retinals und einigen Analogen,Julia Hufen,2008,0,Open Access,
Accurate and convergent energetics of color centers by wavefunction theory,Zsolt Benedek|Ádám Ganyecz|Anton Pershin|Viktor Ivády|Gergely Barcza,2024,0,Open Access,https://doi.org/10.48550/arxiv.2406.05092
Time-dependent optimized coupled-cluster method with doubles and perturbative triples [TD-OCCD(T)] for first principles simulation of multielectron dynamics,Himadri Pathak|Takeshi Sato|Kenichi L. Ishikawa,2022,0,Open Access,https://doi.org/10.48550/arxiv.2208.05455
Data for A Descriptor Is All You Need: Accurate Machine Learning of Nonadiabatic Coupling Vectors,Jakub Martinka|Lina Zhang|Yi-Fan Hou|Mikołaj Martyka|Jiřı́ Pittner|Mario Barbatti|Pavlo O. Dral,2025,0,Open Access,https://doi.org/10.48700/nrjxy-crx39
"Grassmannian Compression: Active Space Selection as Geometry, Transport, and Topology",Ian Richard C Buckley,2026,0,Open Access,https://doi.org/10.5281/zenodo.21309088
Data for A Descriptor Is All You Need: Accurate Machine Learning of Nonadiabatic Coupling Vectors,Jakub Martinka|Lina Zhang|Yi-Fan Hou|Mikołaj Martyka|Jiří Pittner|Mario Barbatti|Pavlo O. Dral,2025,0,Open Access,https://doi.org/10.48700/datst.9sg2b-myd78
Hydrogen-BondedComplexes of Methylnitrene,Yanqi Du (19131003)|Xiaolong Li (552024)|Junjie Jiang (7255706)|Wenbin Fan (1647604)|Di Mu (1430905)|Quansong Li (1285107)|Ruitao Ma (21656793)|Qi Yu (279662)|Xiaoqing Zeng (1540453),2025,0,Open Access,https://doi.org/10.1021/acs.jpclett.5c01270.s001
"Conformal Grounding of the Non-minimal Coupling ξ, Formal Derivation of kexp = 2 from the HP Superposition Integral, and Full Simulation of the Brane-to-Bulk-to-Brane Transition",Mrinmoy Chakraborty,2026,0,Open Access,https://doi.org/10.5281/zenodo.19510750
"Thionitroxyl Radical (H2NS) Isomers: Structures, Vibrational Spectroscopy, Electronic States and Photochemistry",Mahmoud Jarraya|Saïda Ben Yaghlane|R. Feifel|Roberto Linguerri|M. Hochlaf,2021,0,Open Access,https://doi.org/10.3389/fspas.2021.641067
"Dinuclear Rare-Earth β-Diketiminates with Bridging 3,5-Di tert -butyl-catecholates: Synthesis, Structure, and Single-Molecule Magnet Properties",Svetlana V. Klementyeva|Michael T. Gamer|Michael Schulze|Nithin Suryadevara|A. S. Bogomyakov|Pavel A. Abramov|Sergey N. Konchenko|Mario Ruben|Wolfgang Wernsdorfer|Eufemio Moreno-Pineda,2025,0,Open Access,https://doi.org/10.5445/ir/1000187885
Intramolecular Magnetic Exchange Interaction in Dichalcogenide Substituted Organic Diradical Dications,Abhishek R Nath|Manish Kumar|Md. Ehesan Ali,2024,0,Open Access,https://doi.org/10.26434/chemrxiv-2024-zzjlx
"The N(4S) + O2(X3Σ −g) ↔ O(3P) + NO(X2Π) reaction: thermal and vibrational relaxation rates for the 2A′, 4A′ and 2A′′ states",Juan Carlos San Vicente Veliz|Debasish Koner|Max Schwilk|Raymond J. Bemish|Markus Meuwly,2020,0,Open Access,https://doi.org/10.5281/zenodo.3701278
ExoMol line lists – LXX. The CO fourth positive band system,C. Tao|Nariman Abu el kher|Nayla El‐Kork|Sergei N Yurchenko|Jonathan Tennyson,2026,0,Open Access,https://doi.org/10.1093/mnras/stag985
"Conformal Grounding of the Non-minimal Coupling ξ, Formal Derivation of kexp = 2 from the HP Superposition Integral, and Full Simulation of the Brane-to-Bulk-to-Brane Transition",Mrinmoy Chakraborty,2026,0,Open Access,https://doi.org/10.5281/zenodo.19510749
RASP as the Mean-Field of Orch-OR: A Derivation of the Recursive Attractor Stability Principle from Quantum Microtubule Dynamics,Eliseu Spiller de Barros Lima,2026,0,Open Access,https://doi.org/10.5281/zenodo.19316851
Theoretical Predictionof the Magnetic Blocking Temperatureof Dysprosium-Based Metallofullerene Single-Molecule Magnets,Shu-Chang Luo (13950110)|Li-Hua Gan (1841851),2025,0,Open Access,https://doi.org/10.1021/acs.jpca.5c02571.s001
"激发态1,2-二硫环丁烯去活性和异构化机理的理论研究",小芳 王|永成 王|声 杨|玲玲 吕|琨 袁|新文 刘,2009,0,Open Access,https://doi.org/10.1360/zb2009-39-7-646
A Hybrid Meta On-Top Functional for Multiconfiguration Pair-Density Functional Theory,Jie J. Bao|Dayou Zhang|Shaoting Zhang|Laura Gagliardi|Donald G. Truhlar,2024,0,Open Access,https://doi.org/10.26434/chemrxiv-2024-5hc8g-v2
Photochemistry of Ni(II) tolyl chlorides supported by bidentate ligand frameworks,Luke P. Westawker|Bailey S. Bouley|Josh Vura‐Weis|Liviu M. Mirica,2024,0,Open Access,https://doi.org/10.26434/chemrxiv-2024-d6sj9
"God Does Not Play Dice: Transition Metals Analysis through the Determinacy Equation, Part 3: Transition Metals",Kyu Cheol Jeong,2026,0,Open Access,https://doi.org/10.5281/zenodo.20016411
Chemical Control of Excited-State Reactivity of the Anionic Green Fluorescent Protein Chromophore,Nanna Holmgaard List|Chey M. Jones|Todd J. Martı́nez,2024,0,Open Access,https://doi.org/10.5281/zenodo.10449450
A Hybrid Meta On-Top Functional for Multiconfiguration Pair-Density Functional Theory,Jie J. Bao|Dayou Zhang|Shaoting Zhang|Laura Gagiardi|Donald G. Truhlar,2024,0,Open Access,https://doi.org/10.26434/chemrxiv-2024-5hc8g
Machine Learning Photodynamics Unveils a Controlled H <sub>2</sub> Loss Channel in the Methaniminium Cation,Daniil N. Chistikov|Pavel M. Radzikovitsky|Dmitry S. Popov|Ivan Dudakov|Vadim V. Korolev|Vladimir E. Bochenkov|Anastasia V. Bochenkova,2025,0,Open Access,https://doi.org/10.1021/acs.jpclett.5c03196
Regulation of LigandSubstitution in Mononuclear Dy/GdComplexes: Slow Magnetic Relaxation and Magnetocaloric Effects,Dong-Fang Li (849975)|Zhong-Xue Long (22509770)|Yin-Shan Meng (1593082)|Yi-Quan Zhang (654263)|Shan-Shan Liu (1593079),2025,0,Open Access,https://doi.org/10.1021/acs.cgd.5c01058.s001
Chemical Control of Excited-State Reactivity of the Anionic Green Fluorescent Protein Chromophore,Nanna Holmgaard List|Chey M. Jones|Todd J. Martı́nez,2024,0,Open Access,https://doi.org/10.5281/zenodo.8169551
Accelerated Surface Hopping via Scaling the Spin--Orbit Coupling: Opportunities for Machine Learning,Jakub Martinka|Mahesh Kumar Sit|Pavlo O. Dral|Jiří Pittner,2026,0,Open Access,https://doi.org/10.48550/arxiv.2604.25603
RASP as the Mean-Field of Orch-OR: A Derivation of the Recursive Attractor Stability Principle from Quantum Microtubule Dynamics,Eliseu Spiller de Barros Lima,2026,0,Open Access,https://doi.org/10.5281/zenodo.19316852
Impact of Spin-Phonon Coupling on MagneticRelaxation of a Co(II) Single-Molecule Magnet,Sakshi Nain|Manish Kumar|Md. Ehesan Ali,2022,0,Open Access,https://doi.org/10.26434/chemrxiv-2022-c6tz8
Theoretical Approaches to Electronic Structure Probing at Metal Surface and Interface,Nanchen Dongfang,2026,0,Open Access,https://doi.org/10.5167/uzh-433777
Каналы распада метастабильного азотного кластера N4,Владимир Федорович Елесин|Николай Николаевич Дегтяренко|Кузьма Сергеевич Пажитных|Николай Валерьевич Матвеев,2010,0,Open Access,
Multiconfigurational calculations and photodynamics describe norbornadiene photochemistry,Federico J. Hernández|Jordan M. Cox|Jingbai Li|Rachel Crespo‐Otero|Steven A. Lopez,2022,0,Open Access,https://doi.org/10.26434/chemrxiv-2022-w3x91
Sulfur-Containing Radical Anions Formed by Photolysis of Thiosulfate: Quantum-Chemical Analysis,Evgeni M. Glebov|Roman G. Fedunov|Ivan P. Pozdnyakov|Evgeniya A. Isaeva|I.I. Zherin|N. B. Egorov,2022,0,Open Access,https://doi.org/10.2139/ssrn.4264280
CASPT2 Study of the Unimolecular Reactions of Nitromethane. A Look at the Roaming Reactions in the Decomposition of Nitromethane: An Exergonic Route at High Temperatures,Juan Soto,2025,0,Open Access,https://doi.org/10.20944/preprints202501.2258.v1
Accelerated Surface Hopping via Scaling the Spin--Orbit Coupling: Opportunities for Machine Learning,Jakub Martinka|Mahesh Kumar Sit|Pavlo O. Dral|Jiří Pittner,2026,0,Open Access,
"The barmaid problem in Britain, 1880-1920",Bronwyn Higgs,1991,0,Open Access,https://doi.org/10.1039/c6cp02037b
"Relaxation Dynamics of Hydrated Thymine, Thymidine, and Thymidine Monophosphate Probed by Liquid Jet Time-Resolved Photoelectron Spectroscopy",Blake A. Erickson|Zachary N. Heim|Elisa Pieri|Erica Liu|Todd J. Martı́nez|Daniel M. Neumark,2019,0,Open Access,https://doi.org/10.26434/chemrxiv.9750872.v1
"Synthesis of heptanuclear Ni4Dy3 coordination aggregate using tridentate ligand: X-ray structure, magnetism and theoretical studies",Avik Bhanja|Lucy Smythe|Kamil Kotrle|Fabrizio Ortu|Radovan Herchel|Mark Murrie|Debashis Ray,2021,0,Open Access,https://doi.org/10.1016/j.ica.2021.120524
Electronic Structureand Laser-Cooling Prospects ofthe AlCd Molecule: A Theoretical Study Including Spin–OrbitCoupling,Farah Rabah|Wael Chmaisani|Ghassan Younes|Nayla El‐Kork|Mahmoud Korek,2026,0,Open Access,https://doi.org/10.1021/acsomega.5c10105.s001
"God Does Not Play Dice: Transition Metals Analysis through the Determinacy Equation, Part 3: Transition Metals",Kyu Cheol Jeong,2026,0,Open Access,https://doi.org/10.5281/zenodo.20016410
Reference Energies for Cyclobutadiene: Automerization and Excited States,Enzo Monino|Martial Boggio‐Pasqua|Anthony Scemama|Denis Jacquemin|Pierre‐François Loos,2022,0,Open Access,https://doi.org/10.1021/acs.jpca.2c02480
"Bicyclo[1.1.0]tetragerman‐2,4‐diid‐Diradikaloid",Falk Ebeler|Yury V. Vishnevskiy|Jan‐Hendrik Lamm|Beate Neumann|Hans‐Georg Stammler|Rajendra S. Ghadwal,2025,0,Open Access,https://doi.org/10.1002/ange.202513772
Rethinking Ytterbium(III)-based Single-Molecule Magnets -Why Trigonal Planar Doesn't Work!,Vinicius Fagundes|Egidio Dias Viegas|Marcus J Giansiracusa,2026,0,Open Access,https://doi.org/10.26434/chemrxiv.15001672/v1
Mechanism and application of oxygen-independent photocleavage of blebbistatin as a blue or near-infrared light-gated hydroxyl radical photocage,Li Ming-De|Wong Nai-Kei|Guanheng Huang|Chen Xuebo|Yang Dan|Phillips David Lee,2020,0,Open Access,https://doi.org/10.32655/asc_8-10_dec2020.6
Impact of Spin-Phonon Coupling on MagneticRelaxation of a Co(II) Single-Molecule Magnet,Sakshi Nain|Manish Kumar|Md. Ehesan Ali,2023,0,Open Access,https://doi.org/10.26434/chemrxiv-2022-c6tz8-v2
High-Spin Blatter’s Triradicals,Rishu Khurana|Ashima Bajaj|K. R. Shamasundar|Md. Ehesan Ali,2023,0,Open Access,https://doi.org/10.26434/chemrxiv-2023-clcrj
Reactions of StrainedCycloalkanes with Radicals andDiradicaloids: The Roles of Diradical Character and Strain Release,Huiling Shao|Zuwei Wang|Audrey Wong|Neil K. Garg|K. N. Houk (1247004),2026,0,Open Access,https://doi.org/10.1021/jacs.6c10706.s002
evangelistalab/forte2: Forte2 v2026.6.4-alpha Release,Zijun Zhao|fevangelista|Kevin Marin|wateriousmelon2333|Karthik Gururangan|Shuhang Li|muhan-zhang,2026,0,Open Access,https://doi.org/10.5281/zenodo.20549029
Ab-initio insight into the organic photochemical diversity: non-radiative decay in uracil and derivatives and intramolecular charge transfer mechanisms in the benzonitrile family,Yannick Mercier,2011,0,Open Access,
Intermediate-Valence Tautomerism in Decamethylytterbocene Complexes of Methyl-Substituted Bipyridines,Corwin H. Booth,2011,0,Open Access,https://doi.org/10.1021/ja106902s.s001
Comment on ‘Resonant inelastic x-ray scattering from U<sub>3</sub>O<sub>8</sub> and UN’,Andrew Miskowiec|Tyler L. Spano|Zachary E. Brubaker|J. L. Niedziela|D. L. Abernathy|Rodney D. Hunt|Sarah Finkeldei,2024,0,Open Access,https://doi.org/10.1088/1361-648x/ad7ac1
"Multiconfigurational Static and Dynamic Calculations Explain Tricyclo[4,2,0,02,5]octa-3,7-diene Photochemistry",Jingbai Li|Steven A. Lopez,2020,0,Open Access,https://doi.org/10.26434/chemrxiv.12385940.v1
Theoretical study of spin-orbit coupling and laser cooling for HBr molecule with first-overtone spectral calculations,Khadija Yassine|Nayla El‐Kork|Nariman Abu el kher|Ghassan Younes|Mahmoud Korek,2025,0,Open Access,https://doi.org/10.3389/fphy.2025.1635859
Er-Mediated Phononic Waveguide-QED Architecture for Scalable Microwave–Optical Quantum Transduction in Thin-Film Lithium Niobate,Francis Procaccia,2026,0,Open Access,https://doi.org/10.5281/zenodo.20419288
"Implicatingthe Role of Enhanced Oxyl Attribute inFacilitating Exceptional C–H Activation by a [Co<sub>2</sub><sup>III,IV</sup>(μ-O)<sub>2</sub>] Diamond-Core Complex: A Theoretical Perspective",Rahul Sutradhar|Ishita Bhattacharjee|Ankan Paul,2026,0,Open Access,https://doi.org/10.1021/acs.inorgchem.6c01030.s001
"Sobre el autor de las ""Rimas en honor de España""",Francisco Marcos Álvarez,1981,0,Open Access,https://doi.org/10.1002/chem.200600228
Assessing the efficiency of various natural orbitals as the basis of large active space density matrix renormalization group calculations,Yingjin Ma|Haibo Ma,2013,0,Open Access,
<i>InSilico</i> Investigation to Rationalizethe Effect of Weak Donor versus Strong Donor Halides as Bridges inDinuclear Dysprosium(III) Single-Molecule Magnets,Vipanchi (22458195)|Kuduva R. Vignesh (3715498),2025,0,Open Access,https://doi.org/10.1021/acs.inorgchem.5c03532.s001
Structure and photochemistry of fluorescent modified nucleobase,Leonardo M. F. Oliveira,2024,0,Open Access,https://doi.org/10.11606/t.46.2024.tde-15052025-121207
Reactions of StrainedCycloalkanes with Radicals andDiradicaloids: The Roles of Diradical Character and Strain Release,Huiling Shao|Zuwei Wang|Audrey Wong|Neil K. Garg|K. N. Houk (1247004),2026,0,Open Access,https://doi.org/10.1021/jacs.6c10706.s001
From Lithium and Sodium Superoxides to Singlet‐Oxygen – Insights into the Mechanism of Dissociation Using SHARC‐MD,Dennis S. Pietruschka|Aleksandr Zaichenko|Martin F. Richter|Stefanie Gräfe|Doreen Mollenhauer,2024,0,Open Access,https://doi.org/10.1002/cphc.202400216
若干SO&amp;#60;sub&amp;#62;2&amp;#60;/sub&amp;#62;电子态的势能面,,2006,0,Open Access,https://doi.org/10.1360/zb2006-36-1-36
Trinuclear Ni(II) Complex with Rare Deprotonation of the Bridging Oxamate and Imino Nitroxide Radical as Blocking Ligand,Vitaly Morozov|Denis G. Samsonenko⧫|Kira E. Vostrikova,2025,0,Open Access,https://doi.org/10.20944/preprints202505.2369.v1
Symmetry-Adapted Perturbation Theory Based on Multiconfigurational\nWave Function Description of Monomers,Michał Hapka|Michał Przybytek|Katarzyna Pernal,2021,0,Open Access,https://doi.org/10.1021/acs.jctc.1c00344.s001
Ligand Redox Non-Innocence in [Coᴵᴵᴵ(TAML)]0/‒ Complexes Affects Nitrene Formation,Nicolaas P. van Leest|Martijn A. Tepaske|Jean‐Pierre H. Oudsen|Bas Venderbosch|Niels R. Rietdijk|Maxime A. Siegler|Moniek Tromp|Jarl Ivar van der Vlugt|Bas de Bruin,2019,0,Open Access,https://doi.org/10.26434/chemrxiv.10059809
Spectroscopic Properties and Potential Energy Curves of Low-lying electronic States of RuC,K. Balasubramanian|Rongwei Guo,2003,0,Open Access,
Electronic Structure of Proteins: Exciton Hamiltonian for a Dipeptide,Sarah Badri Jasim|Mahdi Basim Najim,2025,0,Open Access,https://doi.org/10.31185/jwsm.517
Theoretical Study Of The Gas-phase Reaction: Sf6 + Co + → Sf5 + + Fco,Nelson H. Morgon|Richard A. Kennedy,2008,0,Open Access,
Mechanistic Investigations on the role of Excited state Aromaticity during Photochemical Ring Opening Reaction,Debabrata Halder|Arnab Roy|Ankan Paul,2025,0,Open Access,https://doi.org/10.26434/chemrxiv-2025-h2pbh
Data Sheet 1_Theoretical study of spin-orbit coupling and laser cooling for HBr molecule with first-overtone spectral calculations.docx,Khadija Yassine (22375816)|Nayla El-Kork (7357673)|Nariman Abu El Kher (22375819)|Ghassan Younes (19660768)|Mahmoud Korek (7357679),2025,0,Open Access,https://doi.org/10.3389/fphy.2025.1635859.s001
Kylin 1.0: An Ab-Initio Density Matrix Renormalization Group Quantum Chemistry Program,Zhaoxuan Xie|Yinxuan Song|Fangwen Peng|Jianhao Li|Yifan Cheng|Lingzhi Zhang|Yingjin Ma|Yingqi Tian|Zhen Luo|Haibo Ma,2022,0,Open Access,https://doi.org/10.26434/chemrxiv-2022-wgdf7
Identification of Favorable Silica Surface Sites for Single‐Molecule Magnets,Moritz Bernhardt|Lukas Lätsch|Boris Le Guennic|Christophe Copéret,2023,0,Open Access,https://doi.org/10.1002/hlca.202300130
A Stable Radical inCationic Dinuclear Rare-EarthTriple-Decker Complexes Featuring Switchable Magnetic Properties,Joe Komeda (22462333)|Sören Schlittenhardt (13281500)|Asato Mizuno (1578748)|Eufemio Moreno-Pineda (4836018)|Yaorong Chen (9591487)|Olaf Fuhr (1763029)|Jordan L. Appleton (22462336)|Athanassios K. Boudalis (2190952)|Svetlana Klyatskaya (1535134)|Mario Ruben (1278564),2025,0,Open Access,https://doi.org/10.1021/jacs.5c11362.s001
Unveiling the mechanism of <i>o</i> -fluorophenol ultrafast photodecay using on-the-fly nonadiabatic dynamics,Michael Dave P. Barquilla|Wilfredo Credo Chung|Maricris L. Mayes,2025,0,Open Access,https://doi.org/10.1080/00268976.2025.2563030
Super-reductionof Polyoxometalates: Unlocking theOxidation State of Metalate Centers down to (III),Karoly Kozma (7483211)|Gabrielle Mpacko Priso (14523358)|Jordi Puiggalí-Jou (16379279)|Mohamed Haouas (1606024)|Nathalie Leclerc (5733089)|Albert Solé-Daura (3846238)|Emmanuel Cadot (1606021)|Jorge J. Carbó (1518559)|Valérie Briois (1503469)|Clément Falaise (1431439),2025,0,Open Access,https://doi.org/10.1021/jacs.5c15650.s001
Time-DependentMulticonfigurational Short-Range DensityFunctional Theory with Generalized Valence Bond Wave Functions,Michał Hapka (1930927)|Hans Jørgen Aa. Jensen (8135085),2025,0,Open Access,https://doi.org/10.1021/acs.jpca.5c04699.s002
Ribose Photochemistry in Space: Non-adiabatic Reaction Pathways,Katarína Vosovičová|Petr Slavíček|Thanja Lamberts|Jiří Janoš,2026,0,Open Access,https://doi.org/10.5194/epsc2026-694
Axial Dy–O–Si Bond Angle Manipulation: An Avenue for Switching Single Molecule Magnet Performance,Haibin Lv|Limin Zhou|Yuning Liang|Dongcheng Liu|Zaiheng Yao|Huancheng Hu|Yi‐Quan Zhang|Fupei Liang|Zilu Chen,2025,0,Open Access,https://doi.org/10.2139/ssrn.5766207
Multi-Level Protocol for Mechanistic Reaction Studies Using Semi-Local Fitted Potential Energy Surfaces,Tomislav Piskor|Peter Pinski|Thilo Mast|Vladimir V. Rybkin,2024,0,Open Access,https://doi.org/10.3390/ijms25158530
Relativistic CASPT2/RASPT2 Program along with DIRAC software,Yasuto Masuda|Kohei Noda|Sumika Iwamuro|Naoki Nakatani|Masahiko Hada|Minori Abe,2024,0,Open Access,https://doi.org/10.26434/chemrxiv-2024-t9x0l
Structure and Bonding Patterns in Heterometallic Organometallics with Short and Rare Ln-Pd Distances,Valeriu Cemortan|Thomas Simler|Jules Moutet|Arnaud Jaoul|Carine Clavaguéra|Grégory Nocton,2022,0,Open Access,https://doi.org/10.26434/chemrxiv-2022-n4fbb
Time-DependentMulticonfigurational Short-Range DensityFunctional Theory with Generalized Valence Bond Wave Functions,Michał Hapka (1930927)|Hans Jørgen Aa. Jensen (8135085),2025,0,Open Access,https://doi.org/10.1021/acs.jpca.5c04699.s001
A Theoretical Investigation of the Thermal and Photochemical Mechanisms of Ethylbenzene Dehydrogenation on Rutile TiO$_{2}$(110),Nico Yannik Merkt,2026,0,Open Access,
Quantenchemische und quantendynamische Rechnungen zur Schwingungsanregung und Photodissoziation von HNO3 durch ultrakurze Laserpulse,Markus Oppel,1998,0,Open Access,https://doi.org/10.17169/refubium-17167
Electronic structure of first and second row atoms under harmonic confinement,Andrés Robles‐Navarro|Patricio Fuentealba|Francisco Muños|Carlos Cárdenas,2019,0,Open Access,https://doi.org/10.1002/qua.26132
"Theoretical study of diatomic molecules BN, SiN and LaH, electronic structure and spectroscopy","Mahmoud, Salman",2014,0,Open Access,
Quantifying Magnetic Anisotropy of Ferroelectric Fe(II) Square‐Pyramidal Systems Using Torque Magnetometry,Vijaya Thangaraj|Gemma K. Gransbury|Deepanshu Chauhan|Dipanti Borah|Gopalan Rajaraman|Mauro Perfetti|Maheswaran Shanmugam,2026,0,Open Access,https://doi.org/10.1002/advs.75759
Tuning Magnetic Anisotropy and Luminescence Thermometry in a Series of Dysprosium Complexes containing β-diimine Ligand,Sukanya Bagchi|Sakshi Mehta|Sujit Kamilya|Mathieu Rouzières|Radovan Herchel|Mikhail A. Kiskin|Subrata Ghosh|Abhishake Mondal,2025,0,Open Access,https://doi.org/10.26434/chemrxiv-2025-tnhwp
"In Silico Modelling: Electronic Properties of Phosphorene Monoflakes and Biflakes Substituted With Al, Si, and S Heteroatoms",César Gabriel Vera de la Garza|Luis Daniel Solís Rodríguez|Serguei Fomine|Wilmer E. Vallejo Narváez,2021,0,Open Access,https://doi.org/10.21203/rs.3.rs-215500/v1
"Synthesis, Structure and Magnetic Properties of the Monocapped 3d-Metal(Ii) Tris-N,S-Heterocyclooximates: The Design of Cobalt Pseudoclathrochelate with a Single-Ion Magnet Behaviour",Svetlana A. Belova|Alexander S. Belov|Ekaterina G. Lebed|Anastasia A. Danshina|Павел В. Дороватовский|A.S. Bogomyakov|A. I. Dmitriev|Mikhail V. Zhidkov|Денис В. Корчагин|Yan Z. Voloshin,2025,0,Open Access,https://doi.org/10.2139/ssrn.5360362
Theoretical Studies on Kinetics of Molecular Excited States,Feng Zhang,2010,0,Open Access,
Validation of quantum computing for transition metal oxide-based automotive catalysis,Yuntao Gu|Louis G. Hector|Paolo Giusto|Matthew Titsworth|Alok Warey|Dnyanesh Rajpathak|Eser Atesoglu,2026,0,Open Access,https://doi.org/10.1117/12.3083095
Fe(II)-PorphyrinCatalysts Emulate Enzymatic StructuralFeatures for C–H Amination Reactions,Mayank Mahajan (10743447)|Bhaskar Mondal (1298439),2025,0,Open Access,https://doi.org/10.1021/acs.inorgchem.5c03327.s001
Quantum-Guided Binding-Site Engineering of Lanmodulin for Zero-Waste Separation of Critical Rare-Earth Elements,MD Rahatul Ashakin|Avik Mahata|Raiyan Khan|Gregory Andriotakis|Brian Provencher|Christpher Stuetzle|Don Roosan,2026,0,Open Access,https://doi.org/10.26434/chemrxiv.15005421/v1
Validation of Quantum Computing for Transition Metal Oxide-based Automotive Catalysis,Yuntao Gu|Louis G. Hector|Paolo Giusto|Matthew Titsworth|Alok Warey|Dnyanesh Rajpathak|Eser Atesoglu,2025,0,Open Access,https://doi.org/10.48550/arxiv.2512.19778
"Experimental and Theoretical EPR Study of Jahn−Teller-Active [HIPTN[subscript 3]N]MoL Complexes (L = N[subscript 2], CO, NH[subscript 3])",Rebecca L. McNaughton|Michael Roemelt|Jia Min Chin|Frank Neese|Brian M. Hoffman|Richard R. Schrock,2010,0,Open Access,
Predicting Magnetic Coupling and Spin-Polarization Energy in Triangulene Analogues,Hongde Yu|Jianwei Sun|Thomas Heine,2023,0,Open Access,https://doi.org/10.26434/chemrxiv-2023-fcl8s-v2
Accurate ab Initio Study of the C3S Molecule,Ali Zaidi,2005,0,Open Access,https://doi.org/10.1063/1.2128372
ElectronicStructure and Hypercorrole Features ofDeprotonated Free-Base and Reduced Copper Corroles,Nicolás I. Neuman (1518676)|Valentina Giorda (22578003)|Carina Gaviglio (1887769)|Arijit Singha Hazari (8250303)|Pablo J. González (1498435)|Santiago E. Vaillard (2300839)|Biprajit Sarkar (1305786),2025,0,Open Access,https://doi.org/10.1021/acs.inorgchem.5c02893.s001
A Theoretical Investigation of the Thermal and Photochemical Mechanisms of Ethylbenzene Dehydrogenation on Rutile TiO$_{2}$(110),Nico Yannik Merkt,2026,0,Open Access,https://doi.org/10.48550/arxiv.2604.26428
